"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905920","GO:1905920","positive regulation of CoA-transferase activity","1/515","10/21069",0.219269686660684,0.413044601185993,0.29551784092033,"APOA2",1
"GO:2000271","GO:2000271","positive regulation of fibroblast apoptotic process","1/515","10/21069",0.219269686660684,0.413044601185993,0.29551784092033,"TP63",1
"GO:2000510","GO:2000510","positive regulation of dendritic cell chemotaxis","1/515","10/21069",0.219269686660684,0.413044601185993,0.29551784092033,"SPI1",1
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"IL27/IL12B",2
"GO:0016045","GO:0016045","detection of bacterium","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"TLR2/NLRC4",2
"GO:0032891","GO:0032891","negative regulation of organic acid transport","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"LEP/RGS2",2
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"IL1B/CD44",2
"GO:0043171","GO:0043171","peptide catabolic process","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"GGTLC3/MME",2
"GO:0048730","GO:0048730","epidermis morphogenesis","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"FLG2/TP63",2
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"ZFP36/OSM",2
"GO:0090075","GO:0090075","relaxation of muscle","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"PDE4B/RGS2",2
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","2/515","36/21069",0.219583175635895,0.413044601185993,0.29551784092033,"FLT1/FGR",2
"GO:0030301","GO:0030301","cholesterol transport","5/515","132/21069",0.221939464166735,0.417138149080926,0.298446620117881,"LEP/LIPC/APOA2/CAV1/NFKBIA",5
"GO:0099024","GO:0099024","plasma membrane invagination","5/515","132/21069",0.221939464166735,0.417138149080926,0.298446620117881,"ADGRB1/ITGAM/CD300A/RAC2/MARCO",5
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","4/515","99/21069",0.223616155430794,0.419948783182354,0.300457522860312,"CAVIN4/GPR65/BCL6/RIPOR2",4
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","4/515","99/21069",0.223616155430794,0.419948783182354,0.300457522860312,"LRRK2/LILRB2/IL1B/PTGS2",4
"GO:0010659","GO:0010659","cardiac muscle cell apoptotic process","3/515","67/21069",0.225077538995598,0.422179853508747,0.302053769570482,"MIR21/CXCR2/SFRP2",3
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","3/515","67/21069",0.225077538995598,0.422179853508747,0.302053769570482,"IL12B/EBI3/PTPRC",3
"GO:0046717","GO:0046717","acid secretion","3/515","67/21069",0.225077538995598,0.422179853508747,0.302053769570482,"HRH2/NTSR1/SNX10",3
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","5/515","133/21069",0.226386408638405,0.424291355672221,0.303564469767645,"ATP8/ND4L/ATP6/ND4/AK4",5
"GO:0042471","GO:0042471","ear morphogenesis","5/515","133/21069",0.226386408638405,0.424291355672221,0.303564469767645,"CLRN1/ZEB1/ATP6V1B1/HPN/EDN1",5
"GO:0006656","GO:0006656","phosphatidylcholine biosynthetic process","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"APOA2/LPCAT1",2
"GO:0010092","GO:0010092","specification of animal organ identity","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"GDNF/BMP2",2
"GO:0019835","GO:0019835","cytolysis","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"CR1/NINJ1",2
"GO:0031128","GO:0031128","developmental induction","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"GDNF/BMP2",2
"GO:0035137","GO:0035137","hindlimb morphogenesis","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"ZBTB16/TP63",2
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"IL6/PTGS2",2
"GO:0048261","GO:0048261","negative regulation of receptor-mediated endocytosis","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"ITGB3/SDCBP",2
"GO:0072528","GO:0072528","pyrimidine-containing compound biosynthetic process","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"UPP1/CDA",2
"GO:0098664","GO:0098664","G protein-coupled serotonin receptor signaling pathway","2/515","37/21069",0.228635854829518,0.426952807507118,0.305468638222344,"HRH4/HRH2",2
"GO:0030901","GO:0030901","midbrain development","4/515","100/21069",0.228828009818113,0.426967446430656,0.305479111820268,"CXCR2/SFRP2/CASP5/PADI2",4
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","4/515","100/21069",0.228828009818113,0.426967446430656,0.305479111820268,"ADGRB1/TNFAIP3/IVNS1ABP/CAV1",4
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","6/515","168/21069",0.229343593090215,0.427399115517355,0.305787954778455,"FLNA/LEP/ITGAM/RAC2/IL1B/PTGS2",6
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","5/515","134/21069",0.230859556509702,0.427399115517355,0.305787954778455,"ATP8/ND4L/ATP6/ND4/AK4",5
"GO:0003170","GO:0003170","heart valve development","3/515","68/21069",0.231548426507468,0.427399115517355,0.305787954778455,"PDE2A/BMP2/TNFRSF1B",3
"GO:0007405","GO:0007405","neuroblast proliferation","3/515","68/21069",0.231548426507468,0.427399115517355,0.305787954778455,"LRRK2/NUMBL/HIF1A",3
"GO:0010517","GO:0010517","regulation of phospholipase activity","3/515","68/21069",0.231548426507468,0.427399115517355,0.305787954778455,"RASGRP4/RGS2/FLT1",3
"GO:0033013","GO:0033013","tetrapyrrole metabolic process","3/515","68/21069",0.231548426507468,0.427399115517355,0.305787954778455,"ALAS2/CBLIF/HMOX1",3
"GO:0050913","GO:0050913","sensory perception of bitter taste","3/515","68/21069",0.231548426507468,0.427399115517355,0.305787954778455,"TAS2R38/RGS21/TAS2R40",3
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","9/515","275/21069",0.232380920097759,0.427399115517355,0.305787954778455,"LRRK2/ADGRB1/TBC1D7/TANK/EGR1/TNFAIP3/IVNS1ABP/CAV1/HIF1A",9
"GO:0009416","GO:0009416","response to light stimulus","11/515","348/21069",0.23386454263525,0.427399115517355,0.305787954778455,"CARD16/MMP1/MME/ST20/FOS/MMP3/IL12B/MMP9/HIF1A/PTGS2/CNGB1",11
"GO:0048525","GO:0048525","negative regulation of viral process","5/515","135/21069",0.235358015867916,0.427399115517355,0.305787954778455,"IFITM2/PTX3/APOBEC3A/ZFP36/FCN1",5
"GO:0051224","GO:0051224","negative regulation of protein transport","5/515","135/21069",0.235358015867916,0.427399115517355,0.305787954778455,"LRRK2/PKIA/IL1B/GHSR/IL12B",5
"GO:0002068","GO:0002068","glandular epithelial cell development","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"BMP6/HIF1A",2
"GO:0003176","GO:0003176","aortic valve development","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"BMP2/TNFRSF1B",2
"GO:0050931","GO:0050931","pigment cell differentiation","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"ZEB2/SOD2",2
"GO:0060603","GO:0060603","mammary gland duct morphogenesis","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"CSF1/AREG",2
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"FCER1G/TLR4",2
"GO:0086005","GO:0086005","ventricular cardiac muscle cell action potential","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"DSC2/CAV1",2
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"HMOX1/PTGS2",2
"GO:1900027","GO:1900027","regulation of ruffle assembly","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"CAV1/ICAM1",2
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"MIR21/CD44",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"MIR21/CD44",2
"GO:1903792","GO:1903792","negative regulation of anion transport","2/515","38/21069",0.237713056239323,0.427399115517355,0.305787954778455,"LEP/RGS2",2
"GO:0048562","GO:0048562","embryonic organ morphogenesis","10/515","313/21069",0.237896297513296,0.427399115517355,0.305787954778455,"ALX1/CLRN1/ZEB1/HLX/ATP6V1B1/VAX2/HPN/HIF1A/EDN1/WNT16",10
"GO:0010658","GO:0010658","striated muscle cell apoptotic process","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"MIR21/CXCR2/SFRP2",3
"GO:0030865","GO:0030865","cortical cytoskeleton organization","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"LCP1/RAC2/PLEK",3
"GO:0033619","GO:0033619","membrane protein proteolysis","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"ADAM8/IL1B/TNFRSF1B",3
"GO:0045682","GO:0045682","regulation of epidermis development","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"ALOX15B/ZFP36/TP63",3
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"CSF1/RASGRP4/GPR65",3
"GO:0048278","GO:0048278","vesicle docking","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"RAB8B/STX11/PLEK",3
"GO:0048645","GO:0048645","animal organ formation","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"GDNF/BMP2/TP63",3
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","3/515","69/21069",0.238052862059374,0.427399115517355,0.305787954778455,"ITGB3/GHSR/CACNG4",3
"GO:0001788","GO:0001788","antibody-dependent cellular cytotoxicity","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"FCGR3A",1
"GO:0002069","GO:0002069","columnar/cuboidal epithelial cell maturation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"HIF1A",1
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SLC11A1",1
"GO:0002759","GO:0002759","regulation of antimicrobial humoral response","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ACOD1",1
"GO:0003357","GO:0003357","noradrenergic neuron differentiation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"EDN1",1
"GO:0006002","GO:0006002","fructose 6-phosphate metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"HK3",1
"GO:0006198","GO:0006198","cAMP catabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"PDE4B",1
"GO:0006547","GO:0006547","histidine metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"HAL",1
"GO:0006751","GO:0006751","glutathione catabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"GGTLC3",1
"GO:0007494","GO:0007494","midgut development","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ALDH1A2",1
"GO:0014831","GO:0014831","gastro-intestinal system smooth muscle contraction","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"GHSR",1
"GO:0016102","GO:0016102","diterpenoid biosynthetic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ALDH1A2",1
"GO:0019062","GO:0019062","virion attachment to host cell","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ICAM1",1
"GO:0019065","GO:0019065","receptor-mediated endocytosis of virus by host cell","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"CAV1",1
"GO:0031943","GO:0031943","regulation of glucocorticoid metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"BMP2",1
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"GHSR",1
"GO:0032353","GO:0032353","negative regulation of hormone biosynthetic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"BMP2",1
"GO:0032696","GO:0032696","negative regulation of interleukin-13 production","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LILRA5",1
"GO:0033625","GO:0033625","positive regulation of integrin activation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"PLEK",1
"GO:0034115","GO:0034115","negative regulation of heterotypic cell-cell adhesion","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"IL1RN",1
"GO:0035090","GO:0035090","maintenance of apical/basal cell polarity","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LIN7A",1
"GO:0035112","GO:0035112","genitalia morphogenesis","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TP63",1
"GO:0035279","GO:0035279","miRNA-mediated gene silencing by mRNA destabilization","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"MIR223",1
"GO:0035871","GO:0035871","protein K11-linked deubiquitination","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TNFAIP3",1
"GO:0042048","GO:0042048","olfactory behavior","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ATP6V1B1",1
"GO:0042762","GO:0042762","regulation of sulfur metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"MIR21",1
"GO:0044557","GO:0044557","relaxation of smooth muscle","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"RGS2",1
"GO:0045199","GO:0045199","maintenance of epithelial cell apical/basal polarity","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LIN7A",1
"GO:0046501","GO:0046501","protoporphyrinogen IX metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ALAS2",1
"GO:0046710","GO:0046710","GDP metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"MPP1",1
"GO:0048304","GO:0048304","positive regulation of isotype switching to IgG isotypes","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"PTPRC",1
"GO:0048755","GO:0048755","branching morphogenesis of a nerve","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LRRK2",1
"GO:0051458","GO:0051458","corticotropin secretion","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"RAB8B",1
"GO:0052646","GO:0052646","alditol phosphate metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"GK",1
"GO:0060020","GO:0060020","Bergmann glial cell differentiation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"PLPP3",1
"GO:0060081","GO:0060081","membrane hyperpolarization","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SOD2",1
"GO:0060159","GO:0060159","regulation of dopamine receptor signaling pathway","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LRRK2",1
"GO:0060368","GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"PTPRC",1
"GO:0060601","GO:0060601","lateral sprouting from an epithelium","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TP63",1
"GO:0060742","GO:0060742","epithelial cell differentiation involved in prostate gland development","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TP63",1
"GO:0061526","GO:0061526","acetylcholine secretion","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ADORA2A",1
"GO:0061669","GO:0061669","spontaneous neurotransmitter secretion","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"DOC2A",1
"GO:0070294","GO:0070294","renal sodium ion absorption","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"EDN1",1
"GO:0070471","GO:0070471","uterine smooth muscle contraction","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TACR1",1
"GO:0070587","GO:0070587","regulation of cell-cell adhesion involved in gastrulation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"IL1RN",1
"GO:0071609","GO:0071609","chemokine (C-C motif) ligand 5 production","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SIRPA",1
"GO:0071649","GO:0071649","regulation of chemokine (C-C motif) ligand 5 production","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SIRPA",1
"GO:0071679","GO:0071679","commissural neuron axon guidance","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"GDNF",1
"GO:0090179","GO:0090179","planar cell polarity pathway involved in neural tube closure","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SFRP2",1
"GO:0090394","GO:0090394","negative regulation of excitatory postsynaptic potential","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LRRK2",1
"GO:0098883","GO:0098883","synapse pruning","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ITGAM",1
"GO:0099151","GO:0099151","regulation of postsynaptic density assembly","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"IL1RAP",1
"GO:0150172","GO:0150172","regulation of phosphatidylcholine metabolic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LPCAT1",1
"GO:1901844","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"CAV1",1
"GO:1903027","GO:1903027","regulation of opsonization","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"FCN1",1
"GO:1904238","GO:1904238","pericyte cell differentiation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SPI1",1
"GO:1904999","GO:1904999","positive regulation of leukocyte adhesion to arterial endothelial cell","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ALOX5",1
"GO:1905050","GO:1905050","positive regulation of metallopeptidase activity","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"MIR21",1
"GO:1905634","GO:1905634","regulation of protein localization to chromatin","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"SPI1",1
"GO:1905809","GO:1905809","negative regulation of synapse organization","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"TLR2",1
"GO:1990034","GO:1990034","calcium ion export across plasma membrane","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"ATP2B1",1
"GO:1990416","GO:1990416","cellular response to brain-derived neurotrophic factor stimulus","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"WASF1",1
"GO:2000121","GO:2000121","regulation of removal of superoxide radicals","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"MIR21",1
"GO:2000392","GO:2000392","regulation of lamellipodium morphogenesis","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"CD44",1
"GO:2000524","GO:2000524","negative regulation of T cell costimulation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"LILRB2",1
"GO:2000726","GO:2000726","negative regulation of cardiac muscle cell differentiation","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"BMP2",1
"GO:2000826","GO:2000826","regulation of heart morphogenesis","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"BMP2",1
"GO:2001054","GO:2001054","negative regulation of mesenchymal cell apoptotic process","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"HIF1A",1
"GO:2001241","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","1/515","11/21069",0.238362526366736,0.427399115517355,0.305787954778455,"INHBA",1
"GO:0030258","GO:0030258","lipid modification","8/515","241/21069",0.238376713683757,0.427399115517355,0.305787954778455,"ALOX15B/ALOX12B/LEP/PLPP3/NR4A3/FMO2/DGAT2/ALOX5",8
"GO:0048709","GO:0048709","oligodendrocyte differentiation","4/515","102/21069",0.239341035803254,0.428962096277166,0.306906208589818,"DAAM2/TLR2/CXCR4/TNFRSF1B",4
"GO:0007613","GO:0007613","memory","5/515","136/21069",0.23988089368779,0.429763410849006,0.307479518957483,"NTF3/ITGA5/KLK8/TACR1/PTGS2",5
"GO:0001678","GO:0001678","cellular glucose homeostasis","6/515","171/21069",0.241334182495425,0.432199948782878,0.309222769994952,"GPR27/HK3/NCF1/HIF1A/ICAM1/CPB2",6
"GO:0051101","GO:0051101","regulation of DNA binding","5/515","137/21069",0.244427296346662,0.437273916214985,0.312853002410849,"MMP8/MMP9/NFKBIA/HMOX1/PLAUR",5
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","3/515","70/21069",0.244588141672405,0.437273916214985,0.312853002410849,"GDNF/ZFP36/SLC11A1",3
"GO:0001657","GO:0001657","ureteric bud development","4/515","103/21069",0.244639324590814,0.437273916214985,0.312853002410849,"GDNF/BMP2/HS3ST3B1/TMEM59L",4
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","4/515","103/21069",0.244639324590814,0.437273916214985,0.312853002410849,"SLC22A13/IL7R/IL12B/PTPRC",4
"GO:0006942","GO:0006942","regulation of striated muscle contraction","4/515","103/21069",0.244639324590814,0.437273916214985,0.312853002410849,"PDE4B/DSC2/RGS2/CAV1",4
"GO:0010821","GO:0010821","regulation of mitochondrion organization","6/515","172/21069",0.245372284488159,0.438414883931214,0.313669321798856,"LRRK2/PDE2A/PPIF/MMP9/HIF1A/PLAUR",6
"GO:0007617","GO:0007617","mating behavior","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"TACR1/P2RX1",2
"GO:0021955","GO:0021955","central nervous system neuron axonogenesis","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"EPHB1/SCN1B",2
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"PPP1R3B/IGF2",2
"GO:0033687","GO:0033687","osteoblast proliferation","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"ITGB3/BMP2",2
"GO:0045746","GO:0045746","negative regulation of Notch signaling pathway","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"BCL6/NFKBIA",2
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"BMP2/GHSR",2
"GO:0048821","GO:0048821","erythrocyte development","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"ALAS2/BCL6",2
"GO:0097106","GO:0097106","postsynaptic density organization","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"IL1RAP/LILRB2",2
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"GDNF/ITGAX",2
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","2/515","39/21069",0.246808186984545,0.4392863351131,0.314292812266953,"MIR223/LILRB2",2
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","8/515","244/21069",0.248480872799087,0.442093657326486,0.316301345478343,"LRRK2/TRIB1/LPCAT1/ADAM8/IL1B/TNFAIP3/CAV1/TNFRSF1B",8
"GO:0072080","GO:0072080","nephron tubule development","4/515","104/21069",0.249963553917536,0.442120898942958,0.316320835827956,"GDNF/BMP2/HS3ST3B1/TMEM59L",4
"GO:0072163","GO:0072163","mesonephric epithelium development","4/515","104/21069",0.249963553917536,0.442120898942958,0.316320835827956,"GDNF/BMP2/HS3ST3B1/TMEM59L",4
"GO:0072164","GO:0072164","mesonephric tubule development","4/515","104/21069",0.249963553917536,0.442120898942958,0.316320835827956,"GDNF/BMP2/HS3ST3B1/TMEM59L",4
"GO:0002090","GO:0002090","regulation of receptor internalization","3/515","71/21069",0.251151604876711,0.442120898942958,0.316320835827956,"ITGB3/NTF3/SDCBP",3
"GO:0015909","GO:0015909","long-chain fatty acid transport","3/515","71/21069",0.251151604876711,0.442120898942958,0.316320835827956,"ACSL1/PLIN2/NTSR1",3
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","3/515","71/21069",0.251151604876711,0.442120898942958,0.316320835827956,"KCNS1/CAV1/ABCC9",3
"GO:0008037","GO:0008037","cell recognition","8/515","245/21069",0.251879643598342,0.442120898942958,0.316320835827956,"ADGRB1/PRSS37/PTX3/EPHB1/CXCR4/NEDD9/FOLR3/FCN1",8
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","5/515","139/21069",0.253587101710406,0.442120898942958,0.316320835827956,"ATP8/ND4L/ATP6/ND4/AK4",5
"GO:0009749","GO:0009749","response to glucose","7/515","210/21069",0.255228416321034,0.442120898942958,0.316320835827956,"GPR27/APOA2/NCF1/EGR1/HIF1A/ICAM1/CPB2",7
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","4/515","105/21069",0.255312301505558,0.442120898942958,0.316320835827956,"CLEC12B/SERPINB9/IL7R/PTPRC",4
"GO:0010507","GO:0010507","negative regulation of autophagy","4/515","105/21069",0.255312301505558,0.442120898942958,0.316320835827956,"LRRK2/LEP/SLC7A5/HMOX1",4
"GO:0046620","GO:0046620","regulation of organ growth","4/515","105/21069",0.255312301505558,0.442120898942958,0.316320835827956,"IGF2/HLX/RGS2/EDN1",4
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"ADORA2A/TACR1",2
"GO:0042401","GO:0042401","cellular biogenic amine biosynthetic process","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"NNMT/SLC6A3",2
"GO:0045191","GO:0045191","regulation of isotype switching","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"BCL6/PTPRC",2
"GO:0046685","GO:0046685","response to arsenic-containing substance","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"PPIF/HMOX1",2
"GO:0061099","GO:0061099","negative regulation of protein tyrosine kinase activity","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"CAV1/PTPRC",2
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"FLNA/SCN1B",2
"GO:0090330","GO:0090330","regulation of platelet aggregation","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"MMRN1/IL6",2
"GO:0140467","GO:0140467","integrated stress response signaling","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"FOS/NFE2",2
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"SFRP2/CD44",2
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"LRRK2/HIF1A",2
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","2/515","40/21069",0.255914960644341,0.442120898942958,0.316320835827956,"CLRN1/RAC2",2
"GO:0001553","GO:0001553","luteinization","1/515","12/21069",0.25698933322974,0.442120898942958,0.316320835827956,"INHBA",1
