chr,start,end,n,width
chr11,30018940,30019399,7,459
chr11,30178530,30178882,12,352
chr11,30323010,30323638,30,628
chr11,30584031,30586547,139,2516
chr11,30623798,30623916,5,118
chr11,30791002,30791225,5,223
chr11,31014978,31015107,6,129
chr11,31369637,31370004,23,367
chr11,31798100,31800978,26,2878
chr11,31802666,31802811,15,145
chr11,31804208,31806273,51,2065
chr11,31808787,31823633,252,14846
chr11,31825297,31827260,82,1963
chr11,31987550,31987574,5,24
chr11,32090749,32092573,27,1824
chr11,32333318,32333980,31,662
chr11,32365591,32365772,7,181
chr11,32426679,32428005,45,1326
chr11,32430095,32431708,40,1613
chr11,32433373,32436456,96,3083
chr11,32437566,32439304,28,1738
chr11,32467260,32467367,6,107
chr11,32514524,32514921,8,397
chr11,32537722,32537772,7,50
chr11,32542711,32542778,5,67
chr11,32545511,32545571,5,60
chr11,32583791,32584502,29,711
chr11,32606937,32607185,5,248
chr11,32730890,32730987,5,97
chr11,32829777,32830140,26,363
chr11,32892452,32894141,75,1689
chr11,33015650,33016337,38,687
chr11,33039671,33039893,29,222
chr11,33161538,33162624,15,1086
chr11,33219089,33219938,7,849
chr11,33256985,33258569,73,1584
chr11,33268018,33268142,5,124
chr11,33282985,33283416,9,431
chr11,33375029,33376971,65,1942
chr11,33407274,33407434,5,160
chr11,33439601,33440190,5,589
chr11,33597363,33597622,5,259
chr11,33656075,33656189,5,114
chr11,33699046,33700872,25,1826
chr11,33735528,33736611,52,1083
chr11,33773690,33774750,35,1060
chr11,33800639,33801008,6,369
chr11,33819173,33819460,5,287
chr11,33828945,33829159,14,214
chr11,33860620,33860953,7,333
chr11,33868767,33870626,120,1859
chr11,33893083,33893269,5,186
chr11,33906742,33907834,10,1092
chr11,34017757,34017819,5,62
chr11,34051633,34053201,71,1568
chr11,34105692,34107259,14,1567
chr11,34174249,34174869,8,620
chr11,34221032,34221131,6,99
chr11,34356821,34359051,68,2230
chr11,34365214,34366712,10,1498
chr11,34439026,34439242,19,216
chr11,34915782,34916946,32,1164
chr11,35139235,35139727,31,492
chr11,35306054,35306201,8,147
chr11,35385890,35385994,5,104
chr11,35418552,35420584,97,2032
chr11,35494426,35494628,14,202
chr11,35525494,35525811,6,317
chr11,35553400,35553541,8,141
chr11,35618105,35620040,121,1935
chr11,35662427,35663191,51,764
chr11,35861401,35861468,7,67
chr11,35943454,35944891,71,1437
chr11,36279054,36279549,6,495
chr11,36376024,36378027,89,2003
chr11,36454730,36455874,15,1144
chr11,36459979,36460325,5,346
chr11,36508890,36511008,28,2118
chr11,36594701,36594834,6,133
chr11,36801905,36801965,6,60
chr11,36939137,36939238,8,101
chr11,37606117,37607249,5,1132
chr11,37907700,37907980,5,280
chr11,38071989,38072122,7,133
chr11,38278565,38279097,10,532
chr11,38295567,38296454,8,887
chr11,38337142,38337204,6,62
chr11,38508375,38508674,5,299
chr11,38697159,38697244,5,85
chr11,38967398,38967542,5,144
chr11,39046381,39046586,5,205
chr11,39161615,39162086,29,471
chr11,39203881,39204413,5,532
chr11,39223356,39223520,5,164
chr11,39292011,39292581,7,570
chr11,39370554,39370884,7,330
chr11,39468147,39468251,6,104
chr11,39638812,39639061,12,249
chr11,39997687,39997736,5,49
chr11,40293029,40293436,12,407
chr11,40294550,40294719,11,169
chr11,41308916,41309091,7,175
chr11,41622896,41622992,9,96
chr11,42131631,42131753,5,122
chr11,42344498,42345063,10,565
chr11,42349549,42349748,5,199
chr11,42435214,42435249,5,35
chr11,42873391,42874017,11,626
chr11,43107927,43108119,9,192
chr11,43251831,43252267,9,436
chr11,43312120,43312963,25,843
chr11,43359032,43359158,11,126
chr11,43502664,43504587,10,1923
chr11,43521656,43522400,6,744
chr11,43546873,43547837,31,964
chr11,43575316,43575392,6,76
chr11,43576682,43577640,9,958
chr11,43579396,43579836,25,440
chr11,43581044,43584204,45,3160
chr11,43616828,43617011,6,183
chr11,43679883,43680967,43,1084
chr11,43880539,43881014,22,475
chr11,43933710,43935893,8,2183
chr11,43942000,43945581,81,3581
chr11,44001154,44002849,10,1695
chr11,44066191,44066254,11,63
chr11,44095654,44096589,40,935
chr11,44107740,44108183,13,443
chr11,44265109,44266144,8,1035
chr11,44275478,44276477,5,999
chr11,44302029,44304895,77,2866
chr11,44305974,44307286,12,1312
chr11,44308525,44310578,61,2053
chr11,44316080,44317345,54,1265
chr11,44318878,44319984,17,1106
chr11,44401230,44402480,11,1250
chr11,44418257,44418509,6,252
chr11,44457063,44457288,6,225
chr11,44499611,44499716,8,105
chr11,44520090,44520749,24,659
chr11,44525830,44526591,6,761
chr11,44565238,44566284,39,1046
chr11,44596834,44597174,6,340
chr11,44620992,44621513,13,521
chr11,44632908,44634001,7,1093
chr11,44665752,44666439,5,687
chr11,44726524,44727720,57,1196
chr11,44853804,44854009,7,205
chr11,44885443,44885779,5,336
chr11,44923431,44923598,5,167
chr11,44935981,44936715,7,734
chr11,44939248,44941295,24,2047
chr11,44949358,44951240,94,1882
chr11,45080342,45081049,6,707
chr11,45145907,45147633,82,1726
chr11,45158933,45159084,5,151
chr11,45161337,45161928,12,591
chr11,45163119,45164298,5,1179
chr11,45180374,45181298,64,924
chr11,45210515,45210813,5,298
chr11,45212563,45212862,12,299
chr11,45219505,45219643,9,138
chr11,45226384,45227695,17,1311
chr11,45286223,45286687,10,464
chr11,45355461,45355660,12,199
chr11,45371403,45371675,8,272
chr11,45411679,45412612,6,933
chr11,45445184,45445633,9,449
chr11,45604078,45604401,8,323
chr11,45650095,45650479,10,384
chr11,45655594,45655757,6,163
chr11,45658698,45658933,12,235
chr11,45664271,45665903,84,1632
chr11,45745149,45745224,5,75
chr11,45756512,45756647,7,135
chr11,45771437,45772042,10,605
chr11,45788734,45788838,5,104
chr11,45803967,45804881,40,914
chr11,45815058,45815176,8,118
chr11,45847200,45847823,32,623
chr11,45869752,45869808,5,56
chr11,45885456,45886427,44,971
chr11,45896672,45896946,6,274
chr11,45899817,45900633,31,816
chr11,45907236,45907303,6,67
chr11,45909015,45910243,9,1228
chr11,45913693,45913876,8,183
chr11,45917450,45918804,52,1354
chr11,45921671,45923942,118,2271
chr11,45933935,45935146,10,1211
chr11,45962841,45963344,6,503
chr11,46119348,46120407,28,1059
chr11,46121449,46122841,88,1392
chr11,46142784,46143288,7,504
chr11,46237330,46239315,75,1985
chr11,46243267,46243654,14,387
chr11,46277162,46278291,42,1129
chr11,46294732,46296012,43,1280
chr11,46303750,46304395,9,645
chr11,46332742,46333404,58,662
chr11,46347427,46348153,61,726
chr11,46352133,46352392,13,259
chr11,46363763,46363896,5,133
chr11,46366181,46366356,8,175
chr11,46367699,46367888,11,189
chr11,46378828,46382416,94,3588
chr11,46389288,46393076,199,3788
chr11,46539992,46540127,5,135
chr11,46542503,46542961,5,458
chr11,46548268,46548349,6,81
chr11,46592633,46596236,41,3603
chr11,46616179,46618178,24,1999
chr11,46678684,46682066,21,3382
chr11,46699627,46701580,61,1953
chr11,46705264,46705422,13,158
chr11,46710385,46710892,10,507
chr11,46723175,46723821,5,646
chr11,46737332,46738066,7,734
chr11,46748524,46748661,5,137
chr11,46826649,46826898,22,249
chr11,46845871,46846458,11,587
chr11,46876447,46876562,6,115
chr11,46895913,46896893,6,980
chr11,46916620,46919115,80,2495
chr11,46936665,46937967,22,1302
chr11,46996404,46996464,5,60
chr11,47163941,47164844,9,903
chr11,47169632,47170095,7,463
chr11,47176481,47177312,21,831
chr11,47183032,47183128,6,96
chr11,47184940,47187478,72,2538
chr11,47194299,47194657,7,358
chr11,47214627,47215371,16,744
chr11,47248712,47248854,11,142
chr11,47261364,47262607,20,1243
chr11,47268609,47270211,20,1602
chr11,47313817,47313916,7,99
chr11,47324134,47324316,5,182
chr11,47328575,47329633,13,1058
chr11,47335064,47335131,5,67
chr11,47343194,47343314,5,120
chr11,47345607,47346051,5,444
chr11,47349554,47349762,6,208
chr11,47355579,47355629,6,50
chr11,47358871,47359459,11,588
chr11,47374180,47375190,9,1010
chr11,47377215,47378359,6,1144
chr11,47384805,47385646,8,841
chr11,47388711,47389454,8,743
chr11,47394452,47395852,25,1400
chr11,47400099,47400453,22,354
chr11,47408098,47409336,48,1238
chr11,47415577,47416272,10,695
chr11,47423260,47423471,8,211
chr11,47426101,47427378,35,1277
chr11,47438024,47438415,6,391
chr11,47445155,47445464,8,309
chr11,47452704,47452777,5,73
chr11,47456700,47456953,9,253
chr11,47484055,47485806,19,1751
chr11,47506351,47506528,7,177
chr11,47547593,47547625,5,32
chr11,47552306,47553152,26,846
chr11,47565229,47566407,69,1178
chr11,47577749,47579166,10,1417
chr11,47588281,47591687,66,3406
chr11,47593801,47595090,20,1289
chr11,47605132,47605217,6,85
chr11,47608889,47609312,7,423
chr11,47642712,47642778,6,66
chr11,47673549,47674827,11,1278
chr11,47715214,47715460,16,246
chr11,47763320,47763586,5,266
chr11,47766068,47768080,67,2012
chr11,47770984,47771443,5,459
chr11,47824466,47824534,5,68
chr11,47848382,47849598,29,1216
chr11,47910143,47910900,5,757
chr11,47929851,47930403,6,552
chr11,47931405,47931695,7,290
chr11,47969107,47969393,6,286
chr11,47972380,47972967,6,587
chr11,47978701,47981602,124,2901
chr11,47993883,47994078,6,195
chr11,48071417,48071998,6,581
chr11,48080295,48081549,13,1254
chr11,48110275,48110367,5,92
chr11,48434926,48435020,7,94
chr11,48900208,48900590,23,382
chr11,49048222,49048453,9,231
chr11,49208657,49209225,6,568
chr11,49433549,49434635,19,1086
chr11,49662520,49662588,5,68
chr11,49817836,49818015,7,179
chr11,49850453,49850517,5,64
chr11,49852232,49852298,11,66
chr11,49891808,49892184,23,376
chr11,49976288,49976333,5,45
chr11,50170453,50170664,9,211
chr11,50184521,50184603,5,82
chr11,50221759,50222052,6,293
chr11,50246655,50247693,6,1038
chr11,50262392,50263043,9,651
chr11,50267877,50268305,11,428
chr11,50297608,50299186,20,1578
chr11,55274383,55274530,6,147
chr11,55872784,55872984,18,200
chr11,55874626,55874705,5,79
chr11,55884638,55886227,6,1589
chr11,55994187,55994254,5,67
chr11,56015519,56015642,7,123
chr11,56152376,56152560,7,184
chr11,56163184,56163220,5,36
chr11,56173273,56173561,6,288
chr11,56331874,56332365,20,491
chr11,56497194,56497509,7,315
chr11,56746217,56746532,6,315
chr11,57181545,57182656,6,1111
chr11,57236293,57236832,14,539
chr11,57309050,57310243,10,1193
chr11,57311298,57311686,13,388
chr11,57324141,57325812,84,1671
chr11,57330234,57330338,8,104
chr11,57335422,57336017,28,595
chr11,57349681,57350846,10,1165
chr11,57368485,57368620,5,135
chr11,57380324,57380513,6,189
chr11,57425272,57425574,7,302
chr11,57427077,57427176,13,99
chr11,57457813,57461233,79,3420
chr11,57467873,57467949,7,76
chr11,57476299,57477046,50,747
chr11,57482111,57483323,64,1212
chr11,57499592,57500043,14,451
chr11,57514088,57515831,63,1743
chr11,57530441,57530869,12,428
chr11,57532498,57533382,7,884
chr11,57540688,57541513,7,825
chr11,57567716,57568937,52,1221
chr11,57584181,57584552,8,371
chr11,57598056,57598176,5,120
chr11,57638531,57640257,14,1726
chr11,57653934,57654302,9,368
chr11,57655911,57657767,35,1856
chr11,57663976,57664071,5,95
chr11,57666058,57668631,89,2573
chr11,57711195,57712586,33,1391
chr11,57734641,57735311,7,670
chr11,57741506,57741909,21,403
chr11,57753229,57754095,15,866
chr11,57759297,57759492,7,195
chr11,57783583,57783615,5,32
chr11,57790620,57791607,11,987
chr11,57857843,57857974,5,131
chr11,58000124,58000273,5,149
chr11,58066181,58067331,14,1150
chr11,58529534,58529836,5,302
chr11,58577979,58579557,46,1578
chr11,58609907,58609973,6,66
chr11,58661742,58661968,6,226
chr11,58674657,58674831,8,174
chr11,58905575,58905707,6,132
chr11,58959037,58959228,5,191
chr11,58963957,58964028,5,71
chr11,59058158,59058784,11,626
chr11,59063208,59063784,6,576
chr11,59102468,59102581,9,113
chr11,59106913,59107012,12,99
chr11,59136065,59136118,6,53
chr11,59142874,59142930,6,56
chr11,59171574,59173960,77,2386
chr11,59199688,59199751,6,63
chr11,59468411,59468501,6,90
chr11,59536348,59537687,18,1339
chr11,59542900,59543201,6,301
chr11,59550012,59550789,21,777
chr11,59552309,59552412,7,103
chr11,59553470,59554013,8,543
chr11,59555872,59556477,14,605
chr11,59557507,59557731,10,224
chr11,59559422,59560547,11,1125
chr11,59564933,59566383,16,1450
chr11,59573092,59573203,5,111
chr11,59615237,59616355,50,1118
chr11,59624837,59625006,6,169
chr11,59668298,59669627,41,1329
chr11,59670696,59670756,6,60
chr11,59753873,59756093,61,2220
chr11,59809969,59811041,39,1072
chr11,59833441,59833599,5,158
chr11,60020500,60020568,7,68
chr11,60077773,60077920,9,147
chr11,60099561,60100360,7,799
chr11,60217966,60218123,5,157
chr11,60368096,60368187,7,91
chr11,60375961,60376431,6,470
chr11,60748399,60748901,12,502
chr11,60769434,60769794,7,360
chr11,60774904,60776074,11,1170
chr11,60784334,60785362,9,1028
chr11,60804529,60804908,6,379
chr11,60841769,60842708,33,939
chr11,60852132,60853214,57,1082
chr11,60861579,60861655,5,76
chr11,60906130,60906606,18,476
chr11,60914140,60915114,17,974
chr11,60922021,60922145,5,124
chr11,60924411,60925019,48,608
chr11,60927386,60927743,7,357
chr11,60933343,60933587,6,244
chr11,60934992,60935164,7,172
chr11,60937144,60937900,7,756
chr11,60950925,60952892,33,1967
chr11,60980334,60982068,17,1734
chr11,61007529,61009064,23,1535
chr11,61036835,61036924,5,89
chr11,61056727,61057161,5,434
chr11,61082474,61083633,6,1159
chr11,61120032,61120283,7,251
chr11,61121754,61121817,5,63
chr11,61131499,61132442,10,943
chr11,61161230,61161728,39,498
chr11,61193880,61194019,5,139
chr11,61203444,61203542,5,98
chr11,61263805,61264423,7,618
chr11,61281190,61281683,5,493
chr11,61293791,61295710,81,1919
chr11,61317406,61317599,5,193
chr11,61331846,61333801,27,1955
chr11,61339021,61339303,8,282
chr11,61344236,61344456,7,220
chr11,61351022,61351332,6,310
chr11,61361718,61362774,41,1056
chr11,61385712,61385811,5,99
chr11,61391252,61393197,51,1945
chr11,61428849,61430344,48,1495
chr11,61466729,61466870,5,141
chr11,61477279,61477913,13,634
chr11,61507489,61509802,86,2313
chr11,61523792,61525658,12,1866
chr11,61529971,61530260,7,289
chr11,61535151,61535780,7,629
chr11,61546111,61546338,10,227
chr11,61550059,61551641,11,1582
chr11,61555215,61555680,25,465
chr11,61567681,61567797,16,116
chr11,61576047,61577351,6,1304
chr11,61580384,61581901,100,1517
chr11,61587912,61589573,16,1661
chr11,61626856,61627064,5,208
chr11,61638900,61639099,6,199
chr11,61660567,61660873,5,306
chr11,61680141,61680499,26,358
chr11,61682107,61682426,5,319
chr11,61688239,61688866,9,627
chr11,61695248,61696587,7,1339
chr11,61718748,61718957,11,209
chr11,61728218,61729535,7,1317
chr11,61743653,61744453,14,800
chr11,61752380,61753193,53,813
chr11,61755382,61756211,5,829
chr11,61766101,61766167,6,66
chr11,61769705,61769864,5,159
chr11,61773415,61773910,5,495
chr11,61777373,61779858,34,2485
chr11,61790717,61790994,7,277
chr11,61792471,61793096,28,625
chr11,61815153,61817288,63,2135
chr11,61827493,61829524,83,2031
chr11,61845450,61845867,6,417
chr11,61890678,61892546,78,1868
chr11,61895237,61895475,5,238
chr11,61899127,61900017,15,890
chr11,61907205,61908377,9,1172
chr11,61917136,61917703,33,567
chr11,61955194,61956998,29,1804
chr11,61967203,61968585,29,1382
chr11,61973829,61974657,6,828
chr11,62002685,62003617,9,932
chr11,62006335,62006680,6,345
chr11,62074587,62074941,6,354
chr11,62112454,62112986,20,532
chr11,62123759,62124809,47,1050
chr11,62135007,62135425,7,418
chr11,62185345,62185578,5,233
chr11,62311032,62312012,14,980
chr11,62337332,62338082,45,750
chr11,62371239,62372048,11,809
chr11,62373624,62373670,5,46
chr11,62378641,62379153,7,512
chr11,62397620,62399383,8,1763
chr11,62424870,62426538,13,1668
chr11,62443227,62444824,22,1597
chr11,62454031,62454195,5,164
chr11,62467553,62467609,6,56
chr11,62477726,62477983,5,257
chr11,62479938,62480575,9,637
chr11,62505767,62506806,13,1039
chr11,62536076,62538290,21,2214
chr11,62542985,62547436,111,4451
chr11,62573095,62574556,33,1461
chr11,62575974,62576034,5,60
chr11,62578583,62578851,7,268
chr11,62590386,62590529,8,143
chr11,62591532,62592146,19,614
chr11,62601073,62603242,130,2169
chr11,62606112,62606151,5,39
chr11,62610203,62612974,83,2771
chr11,62615955,62617003,19,1048
chr11,62621485,62622123,32,638
chr11,62630414,62630804,8,390
chr11,62646161,62647268,40,1107
chr11,62648722,62649922,7,1200
chr11,62652795,62653720,42,925
chr11,62664626,62665818,57,1192
chr11,62670503,62672590,34,2087
chr11,62678376,62680460,17,2084
chr11,62686968,62688364,22,1396
chr11,62697011,62697499,5,488
chr11,62706121,62706483,24,362
chr11,62726595,62729531,75,2936
chr11,62736416,62736625,6,209
chr11,62744836,62744929,5,93
chr11,62757021,62757070,5,49
chr11,62759885,62760139,6,254
chr11,62761323,62761718,14,395
chr11,62770401,62771669,36,1268
chr11,62775727,62776464,9,737
chr11,62786598,62788357,60,1759
chr11,62790633,62791952,12,1319
chr11,62803175,62804024,7,849
chr11,62805205,62805622,34,417
chr11,62831500,62832808,36,1308
chr11,62838269,62842963,81,4694
chr11,62848936,62849634,5,698
chr11,62855898,62856916,22,1018
chr11,62859538,62859617,5,79
chr11,62864527,62864837,5,310
chr11,62880514,62882943,51,2429
chr11,62906139,62906523,8,384
chr11,62908770,62910463,16,1693
chr11,62924343,62927299,61,2956
chr11,62940389,62940552,5,163
chr11,62981128,62981346,5,218
chr11,63020832,63020931,7,99
chr11,63023952,63024338,7,386
chr11,63490278,63491331,29,1053
chr11,63613574,63614559,12,985
chr11,63664496,63664732,8,236
chr11,63670909,63671699,35,790
chr11,63681590,63682358,12,768
chr11,63724373,63724584,5,211
chr11,63755575,63755875,6,300
chr11,63761951,63766184,126,4233
chr11,63767733,63769784,98,2051
chr11,63812821,63814342,74,1521
chr11,63819148,63819371,7,223
chr11,63838731,63840001,61,1270
chr11,63841080,63842457,6,1377
chr11,63856620,63856956,7,336
chr11,63869433,63869938,7,505
chr11,63872053,63873032,5,979
chr11,63909916,63910853,5,937
chr11,63912873,63914078,7,1205
chr11,63915547,63918418,108,2871
chr11,63919476,63920994,21,1518
chr11,63938200,63940199,60,1999
chr11,63972184,63973161,6,977
chr11,63974190,63975729,36,1539
chr11,63986152,63986954,16,802
chr11,63998034,64001327,105,3293
chr11,64006062,64008304,51,2242
chr11,64013449,64014256,5,807
chr11,64015423,64015864,14,441
chr11,64018003,64019725,12,1722
chr11,64025812,64026009,6,197
chr11,64034588,64037417,55,2829
chr11,64039410,64041404,14,1994
chr11,64049920,64050108,6,188
chr11,64051575,64051676,8,101
chr11,64056543,64056721,6,178
chr11,64059915,64061486,36,1571
chr11,64071968,64072056,9,88
chr11,64081822,64082312,10,490
chr11,64083591,64083705,7,114
chr11,64085402,64086307,6,905
chr11,64089112,64089294,6,182
chr11,64090428,64090569,5,141
chr11,64105135,64105197,7,62
chr11,64119931,64120032,6,101
chr11,64126549,64127518,20,969
chr11,64131815,64132221,5,406
chr11,64133478,64135310,14,1832
chr11,64138189,64139281,6,1092
chr11,64152807,64153333,14,526
chr11,64164758,64167213,81,2455
chr11,64180838,64180983,5,145
chr11,64185304,64186676,85,1372
chr11,64192817,64192945,5,128
chr11,64199431,64199656,9,225
chr11,64205432,64205538,6,106
chr11,64206922,64211295,30,4373
chr11,64222489,64222666,5,177
chr11,64224445,64226403,29,1958
chr11,64229928,64230885,34,957
chr11,64233973,64236266,60,2293
chr11,64240702,64242406,80,1704
chr11,64246691,64247599,39,908
chr11,64250968,64253208,73,2240
chr11,64254910,64255585,9,675
chr11,64267438,64271782,95,4344
chr11,64281717,64282957,9,1240
chr11,64284154,64286500,74,2346
chr11,64288660,64288797,6,137
chr11,64291078,64294245,89,3167
chr11,64297154,64297640,11,486
chr11,64299014,64301819,39,2805
chr11,64304637,64306626,55,1989
chr11,64312157,64312564,6,407
chr11,64313921,64314402,8,481
chr11,64316972,64318904,45,1932
chr11,64340147,64344268,46,4121
chr11,64352132,64352349,8,217
chr11,64355220,64355296,6,76
chr11,64358868,64359487,30,619
chr11,64369215,64369782,21,567
chr11,64370960,64371292,13,332
chr11,64372402,64373603,6,1201
chr11,64396120,64396499,9,379
chr11,64399809,64400167,6,358
chr11,64409521,64409916,18,395
chr11,64448837,64449576,23,739
chr11,64496794,64497424,6,630
chr11,64500797,64500963,5,166
chr11,64543022,64543078,5,56
chr11,64553512,64553959,5,447
chr11,64554970,64555889,11,919
chr11,64557067,64559409,11,2342
chr11,64563478,64564258,5,780
chr11,64565894,64565973,5,79
chr11,64568045,64568237,9,192
chr11,64579917,64580270,7,353
chr11,64598898,64598995,6,97
chr11,64606989,64607811,29,822
chr11,64626501,64626729,6,228
chr11,64630331,64630406,11,75
chr11,64638402,64638482,10,80
chr11,64642406,64643491,67,1085
chr11,64660875,64661031,8,156
chr11,64686818,64688660,13,1842
chr11,64710566,64711585,13,1019
chr11,64712760,64714201,53,1441
chr11,64722828,64723761,7,933
chr11,64729905,64730035,7,130
chr11,64732705,64732981,7,276
chr11,64741318,64747570,136,6252
chr11,64749275,64749598,7,323
chr11,64764481,64765523,11,1042
chr11,64777837,64779657,83,1820
chr11,64797766,64797997,11,231
chr11,64799615,64799723,6,108
chr11,64802745,64805665,84,2920
chr11,64810014,64810805,48,791
chr11,64823147,64823630,7,483
chr11,64826995,64827440,5,445
chr11,64829732,64829808,5,76
chr11,64842583,64844836,32,2253
chr11,64853049,64853791,8,742
chr11,64858664,64858993,5,329
chr11,64863866,64865374,12,1508
chr11,64868302,64868411,7,109
chr11,64874457,64874672,8,215
chr11,64876228,64876457,6,229
chr11,64878026,64879313,56,1287
chr11,64887963,64888568,16,605
chr11,64891527,64891658,7,131
chr11,64908945,64911181,14,2236
chr11,64913283,64913661,6,378
chr11,64916234,64918179,23,1945
chr11,64923509,64927043,52,3534
chr11,64955916,64956443,6,527
chr11,64966858,64967236,6,378
chr11,64971016,64971960,23,944
chr11,64984638,64985864,14,1226
chr11,64987371,64987454,6,83
chr11,64990086,64990575,9,489
chr11,65007339,65008216,7,877
chr11,65014059,65014600,41,541
chr11,65027269,65027476,17,207
chr11,65028652,65029248,6,596
chr11,65040770,65043098,44,2328
chr11,65047428,65047744,15,316
chr11,65052319,65052939,6,620
chr11,65075110,65075225,6,115
chr11,65083843,65084256,38,413
chr11,65095346,65097041,50,1695
chr11,65108154,65108714,21,560
chr11,65111237,65113574,77,2337
chr11,65115961,65118354,101,2393
chr11,65121511,65122333,16,822
chr11,65133556,65134497,57,941
chr11,65165944,65166698,14,754
chr11,65170738,65170988,12,250
chr11,65181278,65183574,68,2296
chr11,65204741,65204877,10,136
chr11,65209751,65210027,6,276
chr11,65211549,65211721,7,172
chr11,65225435,65225835,19,400
chr11,65261732,65262704,34,972
chr11,65313541,65315920,75,2379
chr11,65321135,65322129,12,994
chr11,65323150,65323383,5,233
chr11,65333677,65334226,33,549
chr11,65347233,65347458,5,225
chr11,65354658,65356929,56,2271
chr11,65361495,65362108,7,613
chr11,65376522,65377257,9,735
chr11,65378459,65378715,5,256
chr11,65381946,65382365,11,419
chr11,65386531,65387663,35,1132
chr11,65390612,65391133,12,521
chr11,65405029,65405301,13,272
chr11,65416443,65418142,13,1699
chr11,65419206,65420186,9,980
chr11,65421275,65424907,59,3632
chr11,65475897,65477577,27,1680
chr11,65478898,65479014,12,116
chr11,65482929,65483077,7,148
chr11,65497585,65498991,33,1406
chr11,65508056,65508120,5,64
chr11,65520533,65520638,5,105
chr11,65523619,65525523,35,1904
chr11,65533957,65534732,5,775
chr11,65538465,65541496,102,3031
chr11,65546387,65548004,65,1617
chr11,65553580,65554313,21,733
chr11,65557260,65558676,83,1416
chr11,65569454,65570969,41,1515
chr11,65572489,65576437,108,3948
chr11,65580464,65580923,5,459
chr11,65584823,65585662,64,839
chr11,65592065,65592796,18,731
chr11,65606722,65606759,5,37
chr11,65613165,65616496,93,3331
chr11,65618143,65618737,12,594
chr11,65619801,65619851,5,50
chr11,65622130,65623308,10,1178
chr11,65625166,65625463,8,297
chr11,65632548,65632727,5,179
chr11,65634227,65634345,6,118
chr11,65637601,65638723,27,1122
chr11,65640936,65641060,10,124
chr11,65642475,65642503,5,28
chr11,65646513,65647914,49,1401
chr11,65652498,65653006,27,508
chr11,65658331,65658392,6,61
chr11,65662788,65663643,67,855
chr11,65675428,65676496,5,1068
chr11,65680876,65681653,11,777
chr11,65706401,65706642,6,241
chr11,65710743,65713440,42,2697
chr11,65719457,65721406,22,1949
chr11,65756012,65756316,5,304
chr11,65757977,65758279,5,302
chr11,65777730,65777985,7,255
chr11,65779086,65782993,59,3907
chr11,65786187,65788045,132,1858
chr11,65792618,65794822,13,2204
chr11,65803523,65804819,17,1296
chr11,65815149,65815387,6,238
chr11,65818107,65818280,5,173
chr11,65833611,65834031,26,420
chr11,65852584,65854224,18,1640
chr11,65856258,65861362,135,5104
chr11,65866970,65868521,9,1551
chr11,65871972,65873857,56,1885
chr11,65879577,65880414,7,837
chr11,65883560,65884964,9,1404
chr11,65887938,65892055,118,4117
chr11,65893177,65894113,10,936
chr11,65899186,65900718,74,1532
chr11,65915871,65920616,125,4745
chr11,65942371,65944825,9,2454
chr11,65961440,65962092,61,652
chr11,65965828,65966521,8,693
chr11,65969127,65969661,5,534
chr11,65976826,65977929,6,1103
chr11,65986350,65987533,7,1183
chr11,65993510,65993542,5,32
chr11,66001396,66002531,56,1135
chr11,66003680,66003894,13,214
chr11,66011841,66012295,23,454
chr11,66021514,66023250,47,1736
chr11,66025385,66025490,7,105
chr11,66048992,66049264,24,272
chr11,66051721,66052354,25,633
chr11,66058836,66058911,6,75
chr11,66069544,66071171,54,1627
chr11,66223013,66223389,11,376
chr11,66231249,66231415,7,166
chr11,66232676,66233208,5,532
chr11,66240510,66241337,7,827
chr11,66257217,66258867,42,1650
chr11,66265677,66269280,71,3603
chr11,66277991,66278708,37,717
chr11,66288212,66290029,44,1817
chr11,66291645,66292413,56,768
chr11,66294667,66295306,8,639
chr11,66306631,66307011,6,380
chr11,66312878,66313792,31,914
chr11,66316541,66317189,6,648
chr11,66331045,66331205,8,160
chr11,66334092,66336229,30,2137
chr11,66344592,66345325,44,733
chr11,66347443,66347815,48,372
chr11,66359247,66361073,9,1826
chr11,66363387,66364230,8,843
chr11,66371359,66372773,39,1414
chr11,66385277,66386244,6,967
chr11,66389532,66389600,5,68
chr11,66401498,66402045,6,547
chr11,66408714,66409045,29,331
chr11,66410121,66410260,5,139
chr11,66412201,66412335,5,134
chr11,66419908,66421780,75,1872
chr11,66438561,66438729,15,168
chr11,66456575,66457020,12,445
chr11,66466377,66468165,77,1788
chr11,66480357,66480722,24,365
chr11,66496339,66497612,14,1273
chr11,66507391,66507770,8,379
chr11,66510090,66510768,26,678
chr11,66521338,66521397,5,59
chr11,66534868,66534985,6,117
chr11,66536621,66536788,6,167
chr11,66538423,66538482,5,59
chr11,66545639,66547132,81,1493
chr11,66548270,66549100,5,830
chr11,66552294,66553726,9,1432
chr11,66558102,66559883,22,1781
chr11,66567852,66568495,8,643
chr11,66588235,66588501,8,266
chr11,66592814,66593332,31,518
chr11,66595413,66596472,6,1059
chr11,66615778,66617408,56,1630
chr11,66638078,66639994,26,1916
chr11,66646105,66646442,5,337
chr11,66676796,66677767,19,971
chr11,66690009,66690295,9,286
chr11,66698909,66699187,10,278
chr11,66700662,66701058,9,396
chr11,66703503,66703651,5,148
chr11,66717554,66718527,11,973
chr11,66720436,66720476,5,40
chr11,66727117,66729058,89,1941
chr11,66744021,66745871,47,1850
