"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001796","GO:0001796","regulation of type IIa hypersensitivity","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"FCGR2B/FCGR1A",2
"GO:0001865","GO:0001865","NK T cell differentiation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"PRDM1/ZBTB7B",2
"GO:0002892","GO:0002892","regulation of type II hypersensitivity","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"FCGR2B/FCGR1A",2
"GO:0002934","GO:0002934","desmosome organization","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"NECTIN1/JUP",2
"GO:0003129","GO:0003129","heart induction","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"DKK1/BMP2",2
"GO:0006222","GO:0006222","UMP biosynthetic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CDA/UPP1",2
"GO:0006569","GO:0006569","tryptophan catabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"KYNU/KMO",2
"GO:0009155","GO:0009155","purine deoxyribonucleotide catabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"XDH/PNP",2
"GO:0010533","GO:0010533","regulation of activation of Janus kinase activity","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"IL6R/CD300A",2
"GO:0010693","GO:0010693","negative regulation of alkaline phosphatase activity","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SEMA4D/TNF",2
"GO:0010727","GO:0010727","negative regulation of hydrogen peroxide metabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"MMP3/HP",2
"GO:0010944","GO:0010944","negative regulation of transcription by competitive promoter binding","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SMAD7/DACH1",2
"GO:0014012","GO:0014012","peripheral nervous system axon regeneration","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CERS2/MIR221",2
"GO:0015840","GO:0015840","urea transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"AQP9/AQP3",2
"GO:0015851","GO:0015851","nucleobase transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"AQP9/SLC43A3",2
"GO:0016139","GO:0016139","glycoside catabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"GLA/GBA1",2
"GO:0018401","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"P4HB/ERO1A",2
"GO:0030167","GO:0030167","proteoglycan catabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"BTK/HPSE",2
"GO:0034224","GO:0034224","cellular response to zinc ion starvation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"FOS/SP1",2
"GO:0034635","GO:0034635","glutathione transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SLC7A11/GJA1",2
"GO:0035360","GO:0035360","positive regulation of peroxisome proliferator activated receptor signaling pathway","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"BMP2/CITED2",2
"GO:0035457","GO:0035457","cellular response to interferon-alpha","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RO60/IFNAR1",2
"GO:0035646","GO:0035646","endosome to melanosome transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RAB32/RAB38",2
"GO:0035907","GO:0035907","dorsal aorta development","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"ENG/DLL4",2
"GO:0036148","GO:0036148","phosphatidylglycerol acyl-chain remodeling","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"LPCAT1/PLA2G2F",2
"GO:0036301","GO:0036301","macrophage colony-stimulating factor production","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"HAVCR2/LILRA2",2
"GO:0040016","GO:0040016","embryonic cleavage","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CUL3/TOP1",2
"GO:0042045","GO:0042045","epithelial fluid transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"EDN1/EDNRB",2
"GO:0042436","GO:0042436","indole-containing compound catabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"KYNU/KMO",2
"GO:0043353","GO:0043353","enucleate erythrocyte differentiation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"MAEA/ID2",2
"GO:0043485","GO:0043485","endosome to pigment granule transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RAB32/RAB38",2
"GO:0044341","GO:0044341","sodium-dependent phosphate transport","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SLC34A2/CEBPB",2
"GO:0048023","GO:0048023","positive regulation of melanin biosynthetic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RAB38/ZEB2",2
"GO:0048194","GO:0048194","Golgi vesicle budding","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"MYO18A/ARFGAP3",2
"GO:0048387","GO:0048387","negative regulation of retinoic acid receptor signaling pathway","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CYP26B1/CNOT1",2
"GO:0048671","GO:0048671","negative regulation of collateral sprouting","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"IFRD1/SPP1",2
"GO:0048757","GO:0048757","pigment granule maturation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RAB32/RAB38",2
"GO:0051121","GO:0051121","hepoxilin metabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"ALOX5/ALOXE3",2
"GO:0051122","GO:0051122","hepoxilin biosynthetic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"ALOX5/ALOXE3",2
"GO:0060075","GO:0060075","regulation of resting membrane potential","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"PSEN1/KCNK6",2
"GO:0060559","GO:0060559","positive regulation of calcidiol 1-monooxygenase activity","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"IL1B/TNF",2
"GO:0060947","GO:0060947","cardiac vascular smooth muscle cell differentiation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"VEGFA/NOTCH1",2
"GO:0070292","GO:0070292","N-acylphosphatidylethanolamine metabolic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"ABHD4/PLA2G4E",2
"GO:0070383","GO:0070383","DNA cytosine deamination","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"APOBEC3A/APOBEC3B",2
"GO:0070782","GO:0070782","phosphatidylserine exposure on apoptotic cell surface","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"XKR8/XKR6",2
"GO:0071281","GO:0071281","cellular response to iron ion","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"HMOX1/BMP6",2
"GO:0071374","GO:0071374","cellular response to parathyroid hormone stimulus","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"FOS/CSF1",2
"GO:0071476","GO:0071476","cellular hypotonic response","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SLC12A6/OXSR1",2
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"PDGFRB/EGR1",2
"GO:0072319","GO:0072319","vesicle uncoating","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SH3GL1/SYNJ1",2
"GO:0090237","GO:0090237","regulation of arachidonic acid secretion","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"NTSR1/SYK",2
"GO:0098903","GO:0098903","regulation of membrane repolarization during action potential","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CAV1/FLNA",2
"GO:0120127","GO:0120127","response to zinc ion starvation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"FOS/SP1",2
"GO:0140105","GO:0140105","interleukin-10-mediated signaling pathway","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"LILRB2/LILRB4",2
"GO:1900378","GO:1900378","positive regulation of secondary metabolite biosynthetic process","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RAB38/ZEB2",2
"GO:1901203","GO:1901203","positive regulation of extracellular matrix assembly","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"TGFB1/PHLDB2",2
"GO:1901256","GO:1901256","regulation of macrophage colony-stimulating factor production","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"HAVCR2/LILRA2",2
"GO:1902237","GO:1902237","positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"PMAIP1/BCL2L11",2
"GO:1904124","GO:1904124","microglial cell migration","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CSF1/CCL3",2
"GO:1904139","GO:1904139","regulation of microglial cell migration","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"CSF1/CCL3",2
"GO:1904153","GO:1904153","negative regulation of retrograde protein transport, ER to cytosol","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"YOD1/UBE2J1",2
"GO:2000510","GO:2000510","positive regulation of dendritic cell chemotaxis","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"SPI1/SLAMF1",2
"GO:2000563","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","2/1947","10/21069",0.234638584632219,0.433075708732449,0.305908361642159,"RIPK2/CD55",2
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","10/1947","83/21069",0.235156269975578,0.433075708732449,0.305908361642159,"TKTL1/ACP3/UPB1/APOBEC3A/CDA/TET2/APOBEC3B/UPP1/TET3/TPK1",10
"GO:0002837","GO:0002837","regulation of immune response to tumor cell","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"PVR/CEACAM1/CD274/HAVCR2",4
"GO:0006525","GO:0006525","arginine metabolic process","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"ARG1/SLC39A8/SLC7A7/CLN3",4
"GO:0006896","GO:0006896","Golgi to vacuole transport","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"EHD3/LAPTM5/LAMP1/CLN3",4
"GO:0018126","GO:0018126","protein hydroxylation","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"JMJD6/P4HB/ERO1A/ASPH",4
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"AREG/ID2/EPHA2/CEBPB",4
"GO:0035330","GO:0035330","regulation of hippo signaling","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"MAP2K3/MAPK14/MOB3B/SRC",4
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"BMP2/PPARG/CITED2/ALOXE3",4
"GO:0035584","GO:0035584","calcium-mediated signaling using intracellular calcium source","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"PTPRC/CCL20/TRPM2/PTPRJ",4
"GO:0045980","GO:0045980","negative regulation of nucleotide metabolic process","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"CBFA2T3/FLCN/CDA/STAT3",4
"GO:0048668","GO:0048668","collateral sprouting","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"IFRD1/SPP1/CRABP2/SEMA4D",4
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"SEPTIN4/TCIRG1/CCN3/GATA2",4
"GO:0070102","GO:0070102","interleukin-6-mediated signaling pathway","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"SPI1/IL6R/STAT3/SRC",4
"GO:0070861","GO:0070861","regulation of protein exit from endoplasmic reticulum","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"EDEM1/SORL1/YOD1/UBE2J1",4
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"IL1B/SYK/CLEC7A/AGER",4
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"IL1B/SYK/CLEC7A/AGER",4
"GO:0086064","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"CAV1/ATP1B2/GJA1/SLC8A1",4
"GO:2000010","GO:2000010","positive regulation of protein localization to cell surface","4/1947","27/21069",0.235735590505512,0.433075708732449,0.305908361642159,"TYROBP/STX4/STX3/TNF",4
"GO:0001963","GO:0001963","synaptic transmission, dopaminergic","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"PTGS2/FLOT1/ARRB2/SLC6A3/PINK1",5
"GO:0021988","GO:0021988","olfactory lobe development","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"ID2/AGTPBP1/SEMA7A/SKI/LRRK2",5
"GO:0046676","GO:0046676","negative regulation of insulin secretion","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"SYTL4/KLF7/CCN3/MIDN/PIM3",5
"GO:0046856","GO:0046856","phosphatidylinositol dephosphorylation","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"INPP5A/SYNJ2/SYNJ1/INPP5D/PTEN",5
"GO:0048730","GO:0048730","epidermis morphogenesis","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"SNAI1/KRT17/FST/KLF4/NOTCH1",5
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"VEGFA/SEMA7A/SEMA6B/SEMA4D/SEMA4A",5
"GO:0060149","GO:0060149","negative regulation of post-transcriptional gene silencing","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"TGFB1/PPARG/ZC3H12A/STAT3/TNF",5
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"OSM/SH2B3/NFE2L2/ZFP36/BATF",5
"GO:0060967","GO:0060967","negative regulation of gene silencing by RNA","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"TGFB1/PPARG/ZC3H12A/STAT3/TNF",5
"GO:0086004","GO:0086004","regulation of cardiac muscle cell contraction","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"CAV1/DSC2/STC1/JUP/PDE4B",5
"GO:0120033","GO:0120033","negative regulation of plasma membrane bounded cell projection assembly","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"CAPZB/TBC1D7/PRKCD/LIMK2/PLXNB3",5
"GO:1900369","GO:1900369","negative regulation of post-transcriptional gene silencing by RNA","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"TGFB1/PPARG/ZC3H12A/STAT3/TNF",5
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","5/1947","36/21069",0.235888931037645,0.433075708732449,0.305908361642159,"ENO1/PSEN1/HIF1A/PINK1/TMSB4X",5
"GO:0019369","GO:0019369","arachidonic acid metabolic process","8/1947","64/21069",0.236639683471422,0.434071146767204,0.306611501560165,"ALOX5/TBXAS1/PTGS2/PTGS1/PNPLA8/PLA2G2F/ALOXE3/CYP4F3",8
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","8/1947","64/21069",0.236639683471422,0.434071146767204,0.306611501560165,"PTPRC/RIPK2/RASAL3/VSIR/CD274/ZBTB7B/SYK/CD55",8
"GO:0070169","GO:0070169","positive regulation of biomineral tissue development","8/1947","64/21069",0.236639683471422,0.434071146767204,0.306611501560165,"ALOX5/ATP2B1/TGFB1/VDR/BMP2/BMP6/CEBPB/SLC8A1",8
"GO:0001838","GO:0001838","embryonic epithelial tube formation","16/1947","142/21069",0.238259362448576,0.436785513543427,0.308528827969075,"HIF1A/STK4/TGFB1/PFN1/APAF1/VASP/RARA/BCL10/ADM/SKI/GRHL3/CITED2/SPINT1/GREM1/IRX2/BRD2",16
"GO:0019079","GO:0019079","viral genome replication","16/1947","142/21069",0.238259362448576,0.436785513543427,0.308528827969075,"SRPK1/N4BP1/CCL2/APOBEC3A/TNIP1/NOTCH1/ZC3H12A/ATG16L2/CXCL8/PCBP1/RESF1/APOBEC3B/IFITM2/MIR221/DDX3X/TNF",16
"GO:0021543","GO:0021543","pallium development","22/1947","202/21069",0.239243323982079,0.438460614894071,0.309712056442591,"TACC3/ASPM/PSEN1/CRKL/HIF1A/ZMIZ1/PPP1R9B/PHACTR1/MBOAT7/RARA/SLC38A2/AKIRIN2/ANXA3/TACC1/BTG2/NDEL1/CRK/SEMA6B/COL3A1/PTEN/RELN/CCDC85C",22
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","21/1947","192/21069",0.239512012509184,0.438824238881264,0.309968906725192,"VIM/IFNGR1/PKM/BCL3/PICALM/PPP1R15A/NFE2L2/PTK2B/KRT17/THBS1/EIF4A3/CDC123/TENT5B/PINK1/PRKCD/PTAFR/RELA/SP1/YTHDF3/DDX3X/TNF",21
"GO:0034754","GO:0034754","cellular hormone metabolic process","19/1947","172/21069",0.239617530136286,0.438888782097674,0.31001449762117,"CYP26B1/RETSAT/DGAT2/SPP1/EGR1/BMP2/ALDH1A2/AANAT/EDNRB/CYP19A1/CRABP2/ADM/DAB2/BMP6/PLB1/SDR16C5/STAT5B/ALDH1A3/CYP27C1",19
"GO:0006942","GO:0006942","regulation of striated muscle contraction","12/1947","103/21069",0.241604949173063,0.442269511180477,0.312402517253818,"EHD3/SMAD7/PIK3CG/CAV1/RGS2/MYBPC3/DSC2/STC1/ZC3H12A/JUP/SLC8A1/PDE4B",12
"GO:0060606","GO:0060606","tube closure","12/1947","103/21069",0.241604949173063,0.442269511180477,0.312402517253818,"TGFB1/PFN1/APAF1/VASP/RARA/BCL10/ADM/SKI/GRHL3/CITED2/SPINT1/BRD2",12
"GO:0021885","GO:0021885","forebrain cell migration","9/1947","74/21069",0.242378873800846,0.443556180542932,0.313311372007634,"PSEN1/ZMIZ1/CXCR4/MBOAT7/NRG1/NDEL1/COL3A1/LRRK2/RELN",9
"GO:0009409","GO:0009409","response to cold","7/1947","55/21069",0.242897918270222,0.44424563610992,0.313798377440333,"ATP2B1/NFKBIA/SOD2/ADM/FOS/LPL/METRNL",7
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","7/1947","55/21069",0.242897918270222,0.44424563610992,0.313798377440333,"WAS/ACTR3/ARPC1B/GMFG/ACTR2/ARPC5/ARPC2",7
"GO:0030324","GO:0030324","lung development","22/1947","203/21069",0.246511626975605,0.450607713973855,0.318292309509837,"JMJD6/ADAMTS2/EP300/CRISPLD2/GLI1/LTA4H/VEGFA/PDGFRB/HSD11B1/ARG1/KLF2/ALDH1A2/FGF2/NOTCH1/SLC7A11/COL3A1/MAP2K1/HOPX/MME/PPP3R1/TNF/MMP12",22
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","10/1947","84/21069",0.246592978643283,0.450607713973855,0.318292309509837,"NTSR1/CORO1A/CEMIP/PTPN6/PTK2B/DIAPH1/P2RY6/SLC8A1/LYN/ITGB3",10
"GO:1901264","GO:1901264","carbohydrate derivative transport","10/1947","84/21069",0.246592978643283,0.450607713973855,0.318292309509837,"ABCD1/SLC15A3/LRRC8A/SLC15A4/GLTP/LRRC8C/SLC19A1/CLN3/PSAP/CR1",10
"GO:0046661","GO:0046661","male sex differentiation","20/1947","183/21069",0.247319528038765,0.451803140162097,0.319136713523582,"ASPM/TESC/CRKL/TGFBR1/CBL/PDGFRB/IL1A/SDC1/INHBA/SOX15/RARA/H3-3B/TBX3/LHFPL2/BCL2L11/BMP6/H3-3A/CITED2/STAT5B/INSL3",20
"GO:0050768","GO:0050768","negative regulation of neurogenesis","18/1947","163/21069",0.247547897697109,0.452088058853685,0.319337969351114,"IFRD1/DIP2B/PSEN1/ARHGAP4/SPP1/IL1B/SORL1/SEMA7A/CERS2/DUSP10/DAAM2/NOTCH1/SKI/SEMA6B/PTEN/SEMA4D/SEMA4A/TNF",18
"GO:0003007","GO:0003007","heart morphogenesis","28/1947","264/21069",0.248369123524443,0.452872513714002,0.31989207870489,"PLXND1/EDN1/PSEN1/CRKL/HIF1A/CCM2L/SMAD7/TGFB1/TGFBR1/ENG/DKK1/ZMIZ1/VEGFA/SNAI1/BMP2/DLL4/ALDH1A2/MICAL2/MYBPC3/TBX3/PIM1/NOTCH1/ADAMTS1/NRG1/CITED2/HAS2/S1PR1/FLNA",28
"GO:0002385","GO:0002385","mucosal immune response","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"FFAR2/CAMP/RNASE2/FFAR3/H2BC12/DEFA3",6
"GO:0003254","GO:0003254","regulation of membrane depolarization","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"NTSR1/SMAD7/ABCD1/SCN1B/LRRK2/SRC",6
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"NT5C2/IMPDH1/AMPD2/MPP1/XDH/PNP",6
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"NT5C2/UPB1/XDH/RRM2/UPP1/PNP",6
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"PPARD/NFE2L2/GNA13/LRP1/TRIB1/AIF1",6
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"RPH3A/GNAI2/RAP1B/SYT11/NOTCH1/DOC2B",6
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"NT5C2/UPB1/XDH/RRM2/UPP1/PNP",6
"GO:0030808","GO:0030808","regulation of nucleotide biosynthetic process","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"ENO1/RCVRN/PDK1/FLCN/PINK1/TMSB4X",6
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"HIF1A/DKK1/VEGFA/CSNK1D/NR4A2/TIAM1",6
"GO:0090114","GO:0090114","COPII-coated vesicle budding","6/1947","46/21069",0.248775259775629,0.452872513714002,0.31989207870489,"CUL3/SEC24A/RAB1A/CSNK1D/SEC24C/TRAPPC5",6
"GO:0034204","GO:0034204","lipid translocation","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"ATP11B/ATP11A/KCNN4/XKR8/PRKCD/ABCA1/XKR6/ATG9A",8
"GO:0035196","GO:0035196","miRNA processing","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"TUT7/TGFB1/MYCN/ZC3H12A/STAT3/MAP2K1/DDX3X/TNF",8
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"BOD1L1/PPP1R15A/PPP1R9B/GNAI2/NCKAP1L/IQGAP1/SEMA4D/TNF",8
"GO:0035773","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"HIF1A/STX4/PPARD/KLF7/GPR68/RAF1/GPR27/PIM3",8
"GO:0051055","GO:0051055","negative regulation of lipid biosynthetic process","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"CEACAM1/TRIB3/NFKB1/CYP27B1/SNAI1/BMP2/LPCAT1/SPHK1",8
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"SCN1B/CAV1/ATP1B2/DSC2/GJA1/JUP/SLC8A1/FLNA",8
"GO:0110151","GO:0110151","positive regulation of biomineralization","8/1947","65/21069",0.249794828402692,0.453802417383302,0.320548927616581,"ALOX5/ATP2B1/TGFB1/VDR/BMP2/BMP6/CEBPB/SLC8A1",8
"GO:0051306","GO:0051306","mitotic sister chromatid separation","12/1947","104/21069",0.251954936966804,0.457460490381136,0.323132852540032,"TACC3/CUL3/ACTB/CDC6/DUSP1/ESPL1/CENPE/SPC25/BUB1B/RAD21/UBE2C/AURKB",12
"GO:0098773","GO:0098773","skin epidermis development","12/1947","104/21069",0.251954936966804,0.457460490381136,0.323132852540032,"FERMT1/DKK1/INHBA/SNAI1/KRT17/SPINK5/FST/NOTCH1/CD109/RELA/HPSE/TNF",12
"GO:0048880","GO:0048880","sensory system development","45/1947","439/21069",0.252321898484372,0.457957396898611,0.323483848579719,"VIM/PRDM1/JMJD6/ATP2B1/PSEN1/FAT1/HIF1A/FLT1/CALB1/TGFBR1/CRYAB/NECTIN1/TCIRG1/VEGFA/PDGFRB/INHBA/DLL4/ALDH1A2/RARA/NES/AGTPBP1/SKIL/KLF4/FGF2/SLC6A3/EPHA2/NOTCH1/ZEB1/SLC7A11/BMP6/LPCAT1/ATP2B2/SKI/GRHL3/CITED2/STAT3/CLIC4/ITGAM/SH3PXD2B/ZHX2/LIMK2/ALDH1A3/COL4A1/SPRED3/PBX2",45
"GO:0009651","GO:0009651","response to salt stress","5/1947","37/21069",0.253731420117346,0.457957396898611,0.323483848579719,"KMO/PTK2B/SLC12A6/ZFP36L1/TNF",5
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","5/1947","37/21069",0.253731420117346,0.457957396898611,0.323483848579719,"PRSS8/ATP1B3/TESC/SCN1B/ATP1B2",5
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation","5/1947","37/21069",0.253731420117346,0.457957396898611,0.323483848579719,"TYROBP/TICAM1/STAT5B/LAMP1/FCGR3A",5
"GO:0036314","GO:0036314","response to sterol","5/1947","37/21069",0.253731420117346,0.457957396898611,0.323483848579719,"GRAMD1A/TGFB1/TGFBR1/INHBA/CCL3",5
"GO:0048536","GO:0048536","spleen development","5/1947","37/21069",0.253731420117346,0.457957396898611,0.323483848579719,"JARID2/BCL3/NFKB2/BCL2L11/CITED2",5
"GO:0007213","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"GNA15/GNAI2/HRH4",3
"GO:0007567","GO:0007567","parturition","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"EDN1/PTAFR/MAFF",3
"GO:0016082","GO:0016082","synaptic vesicle priming","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"NAPA/SYNJ1/STXBP5",3
"GO:0031269","GO:0031269","pseudopodium assembly","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"CDC42EP3/F2RL1/C15orf62",3
"GO:0031642","GO:0031642","negative regulation of myelination","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"KLK8/PTEN/TNF",3
"GO:0042402","GO:0042402","cellular biogenic amine catabolic process","3/1947","19/21069",0.254062207376167,0.457957396898611,0.323483848579719,"SMOX/SAT1/SLC6A3",3
