"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031643","GO:0031643","positive regulation of myelination","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"TPPP",1
"GO:0032354","GO:0032354","response to follicle-stimulating hormone","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"SRD5A2",1
"GO:0032688","GO:0032688","negative regulation of interferon-beta production","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"NLRC3",1
"GO:0033189","GO:0033189","response to vitamin A","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"CAT",1
"GO:0033689","GO:0033689","negative regulation of osteoblast proliferation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"ATRAID",1
"GO:0034497","GO:0034497","protein localization to phagophore assembly site","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"LRBA",1
"GO:0042753","GO:0042753","positive regulation of circadian rhythm","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"RORC",1
"GO:0043045","GO:0043045","DNA methylation involved in embryo development","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"METTL23",1
"GO:0046838","GO:0046838","phosphorylated carbohydrate dephosphorylation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"INPP5E",1
"GO:0046855","GO:0046855","inositol phosphate dephosphorylation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"INPP5E",1
"GO:0048569","GO:0048569","post-embryonic animal organ development","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"EFEMP1",1
"GO:0050802","GO:0050802","circadian sleep/wake cycle, sleep","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"ADRB1",1
"GO:0050910","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"STRC",1
"GO:0051782","GO:0051782","negative regulation of cell division","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"INTU",1
"GO:0055091","GO:0055091","phospholipid homeostasis","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"TLCD1",1
"GO:0055119","GO:0055119","relaxation of cardiac muscle","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"GSTM2",1
"GO:0060046","GO:0060046","regulation of acrosome reaction","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"CCDC87",1
"GO:0060391","GO:0060391","positive regulation of SMAD protein signal transduction","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"KIAA0319",1
"GO:0060456","GO:0060456","positive regulation of digestive system process","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"AQP1",1
"GO:0060644","GO:0060644","mammary gland epithelial cell differentiation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"MGMT",1
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"ENO2",1
"GO:0071318","GO:0071318","cellular response to ATP","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"SOD1",1
"GO:0072189","GO:0072189","ureter development","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"NFIA",1
"GO:0072224","GO:0072224","metanephric glomerulus development","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"AQP1",1
"GO:0075733","GO:0075733","intracellular transport of virus","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"DYNLT1",1
"GO:0090594","GO:0090594","inflammatory response to wounding","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"MDK",1
"GO:0097094","GO:0097094","craniofacial suture morphogenesis","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"TMEM107",1
"GO:1900037","GO:1900037","regulation of cellular response to hypoxia","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"DDAH1",1
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"FAM107A",1
"GO:1901538","GO:1901538","changes to DNA methylation involved in embryo development","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"METTL23",1
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"CDC16",1
"GO:1902001","GO:1902001","fatty acid transmembrane transport","1/981","18/21069",0.576243985406881,0.999999894544196,0.992232543098349,"SLC27A5",1
"GO:0007631","GO:0007631","feeding behavior","5/981","109/21069",0.577509945456051,0.999999894544196,0.992232543098349,"CFAP20/TTC21B/MRAP2/ACE/BBS12",5
"GO:0060840","GO:0060840","artery development","5/981","109/21069",0.577509945456051,0.999999894544196,0.992232543098349,"AP2B1/MDK/CNTRL/HEY1/NF1",5
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","3/981","64/21069",0.577900869799819,0.999999894544196,0.992232543098349,"SLC46A1/MMAB/SLC23A1",3
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","3/981","64/21069",0.577900869799819,0.999999894544196,0.992232543098349,"BBS2/ARL3/ANK3",3
"GO:0070542","GO:0070542","response to fatty acid","3/981","64/21069",0.577900869799819,0.999999894544196,0.992232543098349,"GIPR/CCN2/CAT",3
"GO:0001889","GO:0001889","liver development","7/981","154/21069",0.580040676402889,0.999999894544196,0.992232543098349,"ACAT1/RPGRIP1L/COBL/MDK/CCDC40/DNAAF1/NF1",7
"GO:0072073","GO:0072073","kidney epithelium development","7/981","154/21069",0.580040676402889,0.999999894544196,0.992232543098349,"ACAT1/EPCAM/CAT/FOXJ1/KLHL3/IRX3/AQP1",7
"GO:0030900","GO:0030900","forebrain development","19/981","419/21069",0.580718417348438,0.999999894544196,0.992232543098349,"DNAH5/PCM1/DCT/EFHC1/RPGRIP1L/MDK/TTC21B/BBS2/TMEM14B/BBS4/DIXDC1/TTC8/DPCD/SLIT1/DYNC2H1/NF1/TCTN1/AQP1/SRD5A2",19
"GO:0034764","GO:0034764","positive regulation of transmembrane transport","11/981","243/21069",0.581569665722864,0.999999894544196,0.992232543098349,"SRI/STIM2/CREBL2/AZIN2/CALM2/NIPSNAP2/ANK3/AKAP6/WNK2/CACNB3/GSTM2",11
"GO:0051899","GO:0051899","membrane depolarization","4/981","87/21069",0.581649027430282,0.999999894544196,0.992232543098349,"ATP5IF1/HCN4/ANK3/CACNA1D",4
"GO:0015718","GO:0015718","monocarboxylic acid transport","6/981","132/21069",0.582335025686381,0.999999894544196,0.992232543098349,"SLC27A5/ACE/PROCA1/SLC16A5/SLC16A11/CES1",6
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","9/981","199/21069",0.58342101797966,0.999999894544196,0.992232543098349,"PLCB4/PLCH1/CAT/PLCE1/INPP5E/FBXL2/NLRC3/TNFAIP8L3/NF1",9
"GO:0032386","GO:0032386","regulation of intracellular transport","16/981","354/21069",0.584917649935622,0.999999894544196,0.992232543098349,"ATP9A/PCM1/DNAJC27/TTC21B/ATP5IF1/BCAS3/CEP131/OAZ3/ANK3/IFI27/PKIG/MAPK15/CIB1/NF1/DYNLT2B/STRIT1",16
"GO:0046545","GO:0046545","development of primary female sexual characteristics","5/981","110/21069",0.585681466153847,0.999999894544196,0.992232543098349,"PCYT1B/SOD1/FZD4/UMODL1/CSMD1",5
"GO:0050773","GO:0050773","regulation of dendrite development","5/981","110/21069",0.585681466153847,0.999999894544196,0.992232543098349,"FBXO31/EEF2K/COBL/KIAA0319/KNDC1",5
"GO:0009746","GO:0009746","response to hexose","10/981","222/21069",0.58810777350016,0.999999894544196,0.992232543098349,"GIPR/EIF2B3/SRI/SLC12A7/HMGN3/CCN2/PTPRN2/ACE/C2CD2L/ZBTB20",10
"GO:0019320","GO:0019320","hexose catabolic process","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"ENO2/TKFC",2
"GO:0032480","GO:0032480","negative regulation of type I interferon production","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"NLRC3/TRAF3IP1",2
"GO:0036297","GO:0036297","interstrand cross-link repair","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"CENPS/FANCF",2
"GO:0045823","GO:0045823","positive regulation of heart contraction","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"ADRB1/CCN2",2
"GO:0046329","GO:0046329","negative regulation of JNK cascade","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"GSTP1/DUSP19",2
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"SYNE1/BBS4",2
"GO:0099622","GO:0099622","cardiac muscle cell membrane repolarization","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"CACNA1D/KCNH6",2
"GO:1903115","GO:1903115","regulation of actin filament-based movement","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"SRI/HCN4",2
"GO:2000758","GO:2000758","positive regulation of peptidyl-lysine acetylation","2/981","42/21069",0.588397175586027,0.999999894544196,0.992232543098349,"RUVBL2/TADA2A",2
"GO:0007566","GO:0007566","embryo implantation","3/981","65/21069",0.588502752978907,0.999999894544196,0.992232543098349,"SOD1/SCGB1A1/TPPP3",3
"GO:0010662","GO:0010662","regulation of striated muscle cell apoptotic process","3/981","65/21069",0.588502752978907,0.999999894544196,0.992232543098349,"KIFAP3/MDK/SIRT5",3
"GO:0031124","GO:0031124","mRNA 3'-end processing","3/981","65/21069",0.588502752978907,0.999999894544196,0.992232543098349,"ZNF473/TUT1/CPEB1",3
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","3/981","65/21069",0.588502752978907,0.999999894544196,0.992232543098349,"CRY2/PPP1R36/TMEM225B",3
"GO:0048469","GO:0048469","cell maturation","9/981","200/21069",0.589481994301122,0.999999894544196,0.992232543098349,"TRIP13/RFX3/TUSC2/ROPN1B/FAM210B/ROPN1L/CATSPER3/NPR2/CATSPERD",9
"GO:0071482","GO:0071482","cellular response to light stimulus","6/981","133/21069",0.58974924683552,0.999999894544196,0.992232543098349,"RP1/CRY2/GRK4/PIERCE1/RUVBL2/AQP1",6
"GO:0006757","GO:0006757","ATP generation from ADP","4/981","88/21069",0.590745329296394,0.999999894544196,0.992232543098349,"ENO2/AK9/ZBTB20/ENO4",4
"GO:0006900","GO:0006900","vesicle budding from membrane","4/981","88/21069",0.590745329296394,0.999999894544196,0.992232543098349,"AP3M2/TRAPPC2L/TRAPPC12/MAPK15",4
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","4/981","88/21069",0.590745329296394,0.999999894544196,0.992232543098349,"JADE1/FBXO31/FAM107A/SLFN11",4
"GO:0007338","GO:0007338","single fertilization","8/981","178/21069",0.591309357440007,0.999999894544196,0.992232543098349,"SPA17/OVGP1/AKAP3/ROPN1B/SPAG8/IFTAP/UMODL1/CCDC87",8
"GO:0006814","GO:0006814","sodium ion transport","12/981","267/21069",0.591552769228318,0.999999894544196,0.992232543098349,"SLC4A8/MAGED2/HCN4/SLC38A6/KLHL3/COMMD3/ANK3/CATSPER3/UTRN/WNK2/SLC23A1/SLC22A4",12
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","5/981","111/21069",0.5937664626436,0.999999894544196,0.992232543098349,"MYB/SKIC8/TMEM178A/CIB1/NF1",5
"GO:0000712","GO:0000712","resolution of meiotic recombination intermediates","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"CENPS",1
"GO:0001502","GO:0001502","cartilage condensation","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"CCN2",1
"GO:0003417","GO:0003417","growth plate cartilage development","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"IFT80",1
"GO:0006415","GO:0006415","translational termination","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"GFM2",1
"GO:0006684","GO:0006684","sphingomyelin metabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"SMPD2",1
"GO:0007567","GO:0007567","parturition","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"PTGFR",1
"GO:0007625","GO:0007625","grooming behavior","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"DDO",1
"GO:0009223","GO:0009223","pyrimidine deoxyribonucleotide catabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"NEIL1",1
"GO:0014051","GO:0014051","gamma-aminobutyric acid secretion","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"NF1",1
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"NUDT16",1
"GO:0021511","GO:0021511","spinal cord patterning","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"INTU",1
"GO:0030903","GO:0030903","notochord development","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"COBL",1
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"SKAP1",1
"GO:0042402","GO:0042402","cellular biogenic amine catabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"MAOB",1
"GO:0043116","GO:0043116","negative regulation of vascular permeability","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"DDAH1",1
"GO:0043217","GO:0043217","myelin maintenance","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"SOD1",1
"GO:0045721","GO:0045721","negative regulation of gluconeogenesis","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"C1QTNF3",1
"GO:0045947","GO:0045947","negative regulation of translational initiation","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"PAIP2B",1
"GO:0046040","GO:0046040","IMP metabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"ADSS1",1
"GO:0050746","GO:0050746","regulation of lipoprotein metabolic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"HHATL",1
"GO:0050961","GO:0050961","detection of temperature stimulus involved in sensory perception","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"LXN",1
"GO:0051764","GO:0051764","actin crosslink formation","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"GAS2L2",1
"GO:0051917","GO:0051917","regulation of fibrinolysis","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"KLKB1",1
"GO:0060039","GO:0060039","pericardium development","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"RPGRIP1L",1
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"ACE",1
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"FZD4",1
"GO:0061615","GO:0061615","glycolytic process through fructose-6-phosphate","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"ENO2",1
"GO:0070242","GO:0070242","thymocyte apoptotic process","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"KIFAP3",1
"GO:0097501","GO:0097501","stress response to metal ion","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"MT3",1
"GO:1900006","GO:1900006","positive regulation of dendrite development","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"COBL",1
"GO:1901096","GO:1901096","regulation of autophagosome maturation","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"FYCO1",1
"GO:1902176","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"NME5",1
"GO:1903818","GO:1903818","positive regulation of voltage-gated potassium channel activity","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"AKAP6",1
"GO:1903830","GO:1903830","magnesium ion transmembrane transport","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"TUSC3",1
"GO:1904355","GO:1904355","positive regulation of telomere capping","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"MAPK15",1
"GO:2000136","GO:2000136","regulation of cell proliferation involved in heart morphogenesis","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"MKS1",1
"GO:2001135","GO:2001135","regulation of endocytic recycling","1/981","19/21069",0.595991486728236,0.999999894544196,0.992232543098349,"ATP9A",1
"GO:0042542","GO:0042542","response to hydrogen peroxide","6/981","134/21069",0.59709431435215,0.999999894544196,0.992232543098349,"CAT/APTX/SOD1/ANKZF1/NQO1/AQP1",6
"GO:0048706","GO:0048706","embryonic skeletal system development","6/981","134/21069",0.59709431435215,0.999999894544196,0.992232543098349,"MKS1/DYNC2I1/CDK20/WDR19/DMRT2/IFT140",6
"GO:0061572","GO:0061572","actin filament bundle organization","8/981","179/21069",0.597672299200468,0.999999894544196,0.992232543098349,"PFN2/ALMS1/CCN2/BBS4/RHPN1/TTC8/FAM107A/ESPN",8
"GO:0010639","GO:0010639","negative regulation of organelle organization","18/981","401/21069",0.597768652019409,0.999999894544196,0.992232543098349,"MNAT1/PFN2/TRIP13/SPEF1/MDM1/MAK/IK/ODF2L/TTBK2/BBS4/SLC25A4/RHPN1/DNAI3/TMEM67/PFN4/CEP97/CIB1/KIF24",18
"GO:0010656","GO:0010656","negative regulation of muscle cell apoptotic process","3/981","66/21069",0.598931881607005,0.999999894544196,0.992232543098349,"KIFAP3/MDK/SIRT5",3
"GO:0045453","GO:0045453","bone resorption","3/981","66/21069",0.598931881607005,0.999999894544196,0.992232543098349,"CD38/IL20RA/NF1",3
"GO:0098781","GO:0098781","ncRNA transcription","3/981","66/21069",0.598931881607005,0.999999894544196,0.992232543098349,"NFATC2/GTF3C3/GTF2H5",3
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/981","89/21069",0.599724149451669,0.999999894544196,0.992232543098349,"MT3/PRDX5/MAP2K5/AQP1",4
"GO:0051339","GO:0051339","regulation of lyase activity","4/981","89/21069",0.599724149451669,0.999999894544196,0.992232543098349,"GIPR/ADRB1/CACNA1D/NF1",4
"GO:0098732","GO:0098732","macromolecule deacylation","7/981","157/21069",0.60053140770144,0.999999894544196,0.992232543098349,"SIRT5/NEK3/SIRT3/ABHD10/TPPP/NDN/TADA2A",7
"GO:0006739","GO:0006739","NADP metabolic process","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"NUDT13/NQO1",2
"GO:0014904","GO:0014904","myotube cell development","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"NFATC2/SMYD3",2
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"KIFAP3/CDHR3",2
"GO:0030488","GO:0030488","tRNA methylation","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"TARBP1/BCDIN3D",2
"GO:0042417","GO:0042417","dopamine metabolic process","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"SNCAIP/MAOB",2
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"BBS2/ANK3",2
"GO:0045292","GO:0045292","mRNA cis splicing, via spliceosome","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"PSIP1/WEE2-AS1",2
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"ANKRD54/FAM210B",2
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"MDK/IL34",2
"GO:0051294","GO:0051294","establishment of spindle orientation","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"DYNLT1/ANKFN1",2
"GO:0071276","GO:0071276","cellular response to cadmium ion","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"MT3/SOD1",2
"GO:0090169","GO:0090169","regulation of spindle assembly","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"MAPK15/CEP97",2
"GO:1903524","GO:1903524","positive regulation of blood circulation","2/981","43/21069",0.601301830709718,0.999999894544196,0.992232543098349,"ADRB1/CCN2",2
"GO:0007254","GO:0007254","JNK cascade","9/981","202/21069",0.601478420345833,0.999999894544196,0.992232543098349,"GSTP1/MAPK10/CCN2/TNFRSF19/DIXDC1/DUSP19/ULK4/SH3RF3/MTURN",9
"GO:0019218","GO:0019218","regulation of steroid metabolic process","5/981","112/21069",0.601763113883002,0.999999894544196,0.992232543098349,"PDE8B/EPHX2/SOD1/RORC/CES1",5
"GO:0045995","GO:0045995","regulation of embryonic development","5/981","112/21069",0.601763113883002,0.999999894544196,0.992232543098349,"AMOT/WDPCP/RUVBL1/RUVBL2/TADA2A",5
"GO:0048144","GO:0048144","fibroblast proliferation","5/981","112/21069",0.601763113883002,0.999999894544196,0.992232543098349,"GSTP1/NDUFS4/NLRC3/NF1/AQP1",5
"GO:1901655","GO:1901655","cellular response to ketone","5/981","112/21069",0.601763113883002,0.999999894544196,0.992232543098349,"ADCY2/PTGFR/ACE/SMYD3/AQP1",5
"GO:1902476","GO:1902476","chloride transmembrane transport","5/981","112/21069",0.601763113883002,0.999999894544196,0.992232543098349,"SLC4A8/SLC12A7/SLC1A4/ANO3/BEST4",5
"GO:0045017","GO:0045017","glycerolipid biosynthetic process","13/981","292/21069",0.605784711061532,0.999999894544196,0.992232543098349,"PIGQ/PIGU/PCYT1B/DHRS7B/PIGZ/PLCE1/INPP5E/ALOX15/CDS1/DPM3/PIGP/PCYT2/SLC44A4",13
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","7/981","158/21069",0.607245586951935,0.999999894544196,0.992232543098349,"MT3/CAT/PRDX5/SOD1/ANKZF1/NQO1/AQP1",7
"GO:0006112","GO:0006112","energy reserve metabolic process","4/981","90/21069",0.608583471298262,0.999999894544196,0.992232543098349,"GYG2/MT3/PASK/MRAP2",4
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","4/981","90/21069",0.608583471298262,0.999999894544196,0.992232543098349,"COL16A1/IFT74/SKAP1/CIB1",4
"GO:0034103","GO:0034103","regulation of tissue remodeling","4/981","90/21069",0.608583471298262,0.999999894544196,0.992232543098349,"CD38/IL20RA/MDK/NF1",4
"GO:0090559","GO:0090559","regulation of membrane permeability","4/981","90/21069",0.608583471298262,0.999999894544196,0.992232543098349,"STPG1/MT3/ATP5IF1/SLC25A4",4
"GO:0010659","GO:0010659","cardiac muscle cell apoptotic process","3/981","67/21069",0.609186114522635,0.999999894544196,0.992232543098349,"KIFAP3/MDK/SIRT5",3
"GO:0033059","GO:0033059","cellular pigmentation","3/981","67/21069",0.609186114522635,0.999999894544196,0.992232543098349,"BBS2/BBS4/BBS5",3
"GO:0045010","GO:0045010","actin nucleation","3/981","67/21069",0.609186114522635,0.999999894544196,0.992232543098349,"WASHC3/ABI2/DNAI3",3
"GO:0051258","GO:0051258","protein polymerization","14/981","315/21069",0.609467761410111,0.999999894544196,0.992232543098349,"PFN2/MAPRE3/COBL/ABITRAM/WASHC3/BBS4/DIAPH2/CATIP/TPPP3/ALOX15/FAM107A/TPPP/CCDC57/PFN4",14
"GO:0006090","GO:0006090","pyruvate metabolic process","5/981","113/21069",0.609669727735361,0.999999894544196,0.992232543098349,"ENO2/ME3/ZBTB20/ENO4/HOGA1",5
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","8/981","181/21069",0.610248716812809,0.999999894544196,0.992232543098349,"PFN2/SPEF1/TTBK2/BBS4/RHPN1/DNAI3/PFN4/CIB1",8
"GO:0001558","GO:0001558","regulation of cell growth","21/981","471/21069",0.61298573752206,0.999999894544196,0.992232543098349,"CD38/DCBLD2/JADE1/ULK2/MT3/SYT17/TMEM97/DNPH1/IGFBP5/PAPPA2/PARP2/KIAA0319/MAP2K5/PLCE1/AKAP6/MEAF6/FAM107A/CIB1/SLIT1/SLC44A4/CEP43",21
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","2/981","44/21069",0.61389857455337,0.999999894544196,0.992232543098349,"CHCHD6/APOO",2
"GO:0010669","GO:0010669","epithelial structure maintenance","2/981","44/21069",0.61389857455337,0.999999894544196,0.992232543098349,"MKS1/CROCC",2
"GO:0090503","GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","2/981","44/21069",0.61389857455337,0.999999894544196,0.992232543098349,"ERI3/PNLDC1",2
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","2/981","44/21069",0.61389857455337,0.999999894544196,0.992232543098349,"MDK/CIB1",2
"GO:0001682","GO:0001682","tRNA 5'-leader removal","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"POP5",1
"GO:0001780","GO:0001780","neutrophil homeostasis","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"MPL",1
"GO:0002281","GO:0002281","macrophage activation involved in immune response","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"FER1L5",1
"GO:0007635","GO:0007635","chemosensory behavior","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"CFAP69",1
"GO:0008334","GO:0008334","histone mRNA metabolic process","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"ZNF473",1
"GO:0010801","GO:0010801","negative regulation of peptidyl-threonine phosphorylation","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"CALM2",1
"GO:0010885","GO:0010885","regulation of cholesterol storage","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"CES1",1
"GO:0015693","GO:0015693","magnesium ion transport","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"TUSC3",1
"GO:0019896","GO:0019896","axonal transport of mitochondrion","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"AGBL4",1
"GO:0030540","GO:0030540","female genitalia development","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"SRD5A2",1
"GO:0035729","GO:0035729","cellular response to hepatocyte growth factor stimulus","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"APPL2",1
"GO:0042117","GO:0042117","monocyte activation","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"FER1L5",1
"GO:0042749","GO:0042749","regulation of circadian sleep/wake cycle","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"ADRB1",1
"GO:0043652","GO:0043652","engulfment of apoptotic cell","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"ALOX15",1
"GO:0046112","GO:0046112","nucleobase biosynthetic process","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"PRPS1",1
"GO:0048490","GO:0048490","anterograde synaptic vesicle transport","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"AP3M2",1
"GO:0051290","GO:0051290","protein heterotetramerization","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"HSD17B8",1
"GO:0055093","GO:0055093","response to hyperoxia","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"CAT",1
"GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"SAMHD1",1
"GO:0060438","GO:0060438","trachea development","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"HYDIN",1
"GO:0061323","GO:0061323","cell proliferation involved in heart morphogenesis","1/981","20/21069",0.614819626942944,0.999999894544196,0.992232543098349,"MKS1",1
