Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0022602,ovulation cycle process,19_GO:0048511 rhythmic process,-3.4,8.1,5.6,30337,47,400,5,1.2,0.56,2069|3624|5806|7130|9510,EREG|INHBA|PTX3|TNFAIP6|ADAMTS1,-1.9,DEGs
GO Biological Processes,19,GO:0035987,endodermal cell differentiation,19_GO:0032502 developmental process,-3.4,8.1,5.6,30337,47,400,5,1.2,0.56,3624|3678|3689|4317|4318,INHBA|ITGA5|ITGB2|MMP8|MMP9,-1.9,DEGs
GO Biological Processes,19,GO:0032892,positive regulation of organic acid transport,19_GO:0051179 localization,-3.4,8.1,5.6,30337,47,400,5,1.2,0.56,2180|3552|3553|4923|8140,ACSL1|IL1A|IL1B|NTSR1|SLC7A5,-1.9,DEGs
GO Biological Processes,19,GO:0045670,regulation of osteoclast differentiation,19_GO:0002376 immune system process,-3.4,6.3,5.2,30337,72,400,6,1.5,0.61,1230|2353|7099|7130|9770|11025,CCR1|FOS|TLR4|TNFAIP6|RASSF2|LILRB3,-1.9,DEGs
GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-3.4,2.3,4,30337,691,400,21,5.2,1.1,654|793|1230|1268|3101|3162|3383|3552|5023|6279|6280|6347|6354|6556|6781|10804|51458|57817|84649|123041|653361,BMP6|CALB1|CCR1|CNR1|HK3|HMOX1|ICAM1|IL1A|P2RX1|S100A8|S100A9|CCL2|CCL7|SLC11A1|STC1|GJB6|RHCG|HAMP|DGAT2|SLC24A4|NCF1,-1.9,DEGs
GO Biological Processes,19,GO:0050868,negative regulation of T cell activation,19_GO:0002376 immune system process,-3.4,4.6,4.8,30337,133,400,8,2,0.7,383|1378|3142|3586|3718|10288|11314|55824,ARG1|CR1|HLX|IL10|JAK3|LILRB2|CD300A|PAG1,-1.9,DEGs
GO Biological Processes,19,GO:0097435,supramolecular fiber organization,19_GO:0009987 cellular process,-3.4,2.4,4,30337,595,400,19,4.8,1.1,399|820|2316|3853|3854|3860|3861|3868|3936|4542|4648|5880|7130|7454|9051|9839|57580|221692|286887,RHOH|CAMP|FLNA|KRT6A|KRT6B|KRT13|KRT14|KRT16|LCP1|MYO1F|MYO7B|RAC2|TNFAIP6|WAS|PSTPIP1|ZEB2|PREX1|PHACTR1|KRT6C,-1.9,DEGs
GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0042592 homeostatic process,-3.4,3.2,4.3,30337,282,400,12,3,0.85,3162|3624|3718|5142|5880|6700|8740|9770|10603|57817|80739|171389,HMOX1|INHBA|JAK3|PDE4B|RAC2|SPRR2A|TNFSF14|RASSF2|SH2B2|HAMP|MPIG6B|NLRP6,-1.9,DEGs
GO Biological Processes,19,GO:0045109,intermediate filament organization,19_GO:0009987 cellular process,-3.4,6.2,5.2,30337,73,400,6,1.5,0.61,3853|3854|3860|3861|3868|286887,KRT6A|KRT6B|KRT13|KRT14|KRT16|KRT6C,-1.9,DEGs
GO Biological Processes,19,GO:0071624,positive regulation of granulocyte chemotaxis,19_GO:0040011 locomotion,-3.4,11,6.2,30337,27,400,4,1,0.5,719|728|3576|5880,C3AR1|C5AR1|CXCL8|RAC2,-1.9,DEGs
GO Biological Processes,19,GO:0051043,regulation of membrane protein ectodomain proteolysis,19_GO:0008152 metabolic process,-3.4,11,6.2,30337,27,400,4,1,0.5,101|3553|3586|7133,ADAM8|IL1B|IL10|TNFRSF1B,-1.9,DEGs
WikiPathways,27,WP5390,Pancreatic cancer subtypes,,-3.4,7.9,5.5,30337,48,400,5,1.2,0.56,3853|6699|6707|8796|286887,KRT6A|SPRR1B|SPRR3|SCEL|KRT6C,-1.8,DEGs
GO Biological Processes,19,GO:2001234,negative regulation of apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.4,3.4,4.4,30337,244,400,11,2.8,0.82,3162|3383|3552|3553|3586|4318|5329|5743|6615|8870|85450,HMOX1|ICAM1|IL1A|IL1B|IL10|MMP9|PLAUR|PTGS2|SNAI1|IER3|ITPRIP,-1.8,DEGs
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity,,-3.4,4.5,4.7,30337,135,400,8,2,0.7,2207|2215|3383|3689|3937|5880|7462|9437,FCER1G|FCGR3B|ICAM1|ITGB2|LCP2|RAC2|LAT2|NCR1,-1.8,DEGs
GO Biological Processes,19,GO:0031623,receptor internalization,19_GO:0051179 localization,-3.4,6.1,5.1,30337,74,400,6,1.5,0.61,133|2207|3576|3577|3579|3689,ADM|FCER1G|CXCL8|CXCR1|CXCR2|ITGB2,-1.8,DEGs
WikiPathways,27,WP4495,IL10 anti inflammatory signaling,,-3.3,19,7.2,30337,12,400,3,0.75,0.43,3162|3552|3586,HMOX1|IL1A|IL10,-1.8,DEGs
GO Biological Processes,19,GO:0002544,chronic inflammatory response,19_GO:0050896 response to stimulus,-3.3,19,7.2,30337,12,400,3,0.75,0.43,3586|6279|6280,IL10|S100A8|S100A9,-1.8,DEGs
Reactome Gene Sets,6,R-HSA-2029481,FCGR activation,,-3.3,19,7.2,30337,12,400,3,0.75,0.43,2212|2268|3055,FCGR2A|FGR|HCK,-1.8,DEGs
GO Biological Processes,19,GO:0022605,mammalian oogenesis stage,19_GO:0022414 reproductive process,-3.3,19,7.2,30337,12,400,3,0.75,0.43,2069|5806|7130,EREG|PTX3|TNFAIP6,-1.8,DEGs
WikiPathways,27,WP5148,Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway,,-3.3,19,7.2,30337,12,400,3,0.75,0.43,719|728|2219,C3AR1|C5AR1|FCN1,-1.8,DEGs
WikiPathways,27,WP286,IL3 signaling,,-3.3,7.7,5.5,30337,49,400,5,1.2,0.56,969|1439|2353|3055|3576,CD69|CSF2RB|FOS|HCK|CXCL8,-1.8,DEGs
GO Biological Processes,19,GO:0043114,regulation of vascular permeability,19_GO:0032501 multicellular organismal process,-3.3,7.7,5.5,30337,49,400,5,1.2,0.56,133|654|2828|5138|9839,ADM|BMP6|GPR4|PDE2A|ZEB2,-1.8,DEGs
GO Biological Processes,19,GO:0042832,defense response to protozoan,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,11,6,30337,28,400,4,1,0.5,383|3586|6556|64581,ARG1|IL10|SLC11A1|CLEC7A,-1.8,DEGs
GO Biological Processes,19,GO:0030212,hyaluronan metabolic process,19_GO:0008152 metabolic process,-3.3,11,6,30337,28,400,4,1,0.5,3036|3553|7130|10894,HAS1|IL1B|TNFAIP6|LYVE1,-1.8,DEGs
WikiPathways,27,WP382,MAPK signaling,,-3.3,3.4,4.3,30337,247,400,11,2.8,0.82,777|929|2316|2353|3310|3552|3553|5880|7850|10235|115727,CACNA1E|CD14|FLNA|FOS|HSPA6|IL1A|IL1B|RAC2|IL1R2|RASGRP2|RASGRP4,-1.8,DEGs
GO Biological Processes,19,GO:0070555,response to interleukin-1,19_GO:0050896 response to stimulus,-3.3,5.1,4.8,30337,105,400,7,1.8,0.66,820|3553|3576|3656|6347|140885|199713,CAMP|IL1B|CXCL8|IRAK2|CCL2|SIRPA|NLRP7,-1.8,DEGs
GO Biological Processes,19,GO:0046456,icosanoid biosynthetic process,19_GO:0008152 metabolic process,-3.3,7.6,5.4,30337,50,400,5,1.2,0.56,240|241|2687|5743|58484,ALOX5|ALOX5AP|GGT5|PTGS2|NLRC4,-1.8,DEGs
GO Biological Processes,19,GO:0150076,neuroinflammatory response,19_GO:0050896 response to stimulus,-3.3,7.6,5.4,30337,50,400,5,1.2,0.56,728|3553|3684|3689|9839,C5AR1|IL1B|ITGAM|ITGB2|ZEB2,-1.8,DEGs
GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-3.3,6,5,30337,76,400,6,1.5,0.61,944|2529|3142|8809|9021|9308,TNFSF8|FUT7|HLX|IL18R1|SOCS3|CD83,-1.8,DEGs
GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0009987 cellular process,-3.3,4.4,4.6,30337,138,400,8,2,0.7,1308|3678|3684|3687|3689|10894|27076|83706,COL17A1|ITGA5|ITGAM|ITGAX|ITGB2|LYVE1|LYPD3|FERMT3,-1.8,DEGs
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-3.3,3.9,4.5,30337,173,400,9,2.2,0.74,1268|2867|3553|3598|3624|5008|6688|7133|11314,CNR1|FFAR2|IL1B|IL13RA2|INHBA|OSM|SPI1|TNFRSF1B|CD300A,-1.8,DEGs
GO Biological Processes,19,GO:0048660,regulation of smooth muscle cell proliferation,19_GO:0050789 regulation of biological process,-3.3,3.9,4.5,30337,173,400,9,2.2,0.74,1839|1901|2069|3162|3586|4318|5743|7099|9510,HBEGF|S1PR1|EREG|HMOX1|IL10|MMP9|PTGS2|TLR4|ADAMTS1,-1.8,DEGs
GO Biological Processes,19,GO:0045936,negative regulation of phosphate metabolic process,19_GO:0048519 negative regulation of biological process,-3.3,2.8,4.1,30337,375,400,14,3.5,0.92,978|3553|3624|5341|5788|5997|8870|9021|9770|11314|64092|84063|91662|140885,CDA|IL1B|INHBA|PLEK|PTPRC|RGS2|IER3|SOCS3|RASSF2|CD300A|SAMSN1|KIRREL2|NLRP12|SIRPA,-1.8,DEGs
GO Biological Processes,19,GO:0010563,negative regulation of phosphorus metabolic process,19_GO:0048519 negative regulation of biological process,-3.3,2.8,4.1,30337,376,400,14,3.5,0.92,978|3553|3624|5341|5788|5997|8870|9021|9770|11314|64092|84063|91662|140885,CDA|IL1B|INHBA|PLEK|PTPRC|RGS2|IER3|SOCS3|RASSF2|CD300A|SAMSN1|KIRREL2|NLRP12|SIRPA,-1.8,DEGs
KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-3.3,4.4,4.6,30337,139,400,8,2,0.7,1839|2353|3310|3860|3861|3868|4318|9586,HBEGF|FOS|HSPA6|KRT13|KRT14|KRT16|MMP9|CREB5,-1.8,DEGs
Reactome Gene Sets,6,R-HSA-5669034,TNFs bind their physiological receptors,,-3.3,10,5.9,30337,29,400,4,1,0.5,943|944|7133|8740,TNFRSF8|TNFSF8|TNFRSF1B|TNFSF14,-1.8,DEGs
Canonical Pathways,11,M55,PID S1P S1P3 PATHWAY,,-3.3,10,5.9,30337,29,400,4,1,0.5,1901|1903|2321|7852,S1PR1|S1PR3|FLT1|CXCR4,-1.8,DEGs
GO Biological Processes,19,GO:0031343,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-3.3,5.9,5,30337,77,400,6,1.5,0.61,383|3684|5788|6688|8807|64581,ARG1|ITGAM|PTPRC|SPI1|IL18RAP|CLEC7A,-1.8,DEGs
Reactome Gene Sets,6,R-HSA-9009391,Extra-nuclear estrogen signaling,,-3.3,5.9,5,30337,77,400,6,1.5,0.61,1839|1903|2069|2353|4318|54331,HBEGF|S1PR3|EREG|FOS|MMP9|GNG2,-1.8,DEGs
GO Biological Processes,19,GO:0014823,response to activity,19_GO:0050896 response to stimulus,-3.3,5.9,5,30337,77,400,6,1.5,0.61,654|2353|3586|7852|8140|23135,BMP6|FOS|IL10|CXCR4|SLC7A5|KDM6B,-1.8,DEGs
GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.3,7.4,5.3,30337,51,400,5,1.2,0.56,3624|4050|5788|7099|50486,INHBA|LTB|PTPRC|TLR4|G0S2,-1.7,DEGs
GO Biological Processes,19,GO:0032940,secretion by cell,19_GO:0051179 localization,-3.3,2.7,4,30337,423,400,15,3.8,0.95,101|1230|3055|3557|3624|5023|5270|5341|5743|5866|6926|7439|7462|8825|389692,ADAM8|CCR1|HCK|IL1RN|INHBA|P2RX1|SERPINE2|PLEK|PTGS2|RAB3IL1|TBX3|BEST1|LAT2|LIN7A|MAFA,-1.7,DEGs
GO Biological Processes,19,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,19_GO:0048518 positive regulation of biological process,-3.2,3.6,4.3,30337,213,400,10,2.5,0.78,2316|3162|3552|3553|4050|6283|7099|51311|64581|338339,FLNA|HMOX1|IL1A|IL1B|LTB|S100A12|TLR4|TLR8|CLEC7A|CLEC4D,-1.7,DEGs
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0008152 metabolic process,-3.2,2.5,4,30337,517,400,17,4.2,1,728|2069|2268|2321|3553|3937|5788|5997|6283|6556|7099|9770|11314|23533|57091|353514|653361,C5AR1|EREG|FGR|FLT1|IL1B|LCP2|PTPRC|RGS2|S100A12|SLC11A1|TLR4|RASSF2|CD300A|PIK3R5|CASS4|LILRA5|NCF1,-1.7,DEGs
GO Biological Processes,19,GO:0032890,regulation of organic acid transport,19_GO:0051179 localization,-3.2,5.8,4.9,30337,78,400,6,1.5,0.61,2180|3552|3553|4923|5997|8140,ACSL1|IL1A|IL1B|NTSR1|RGS2|SLC7A5,-1.7,DEGs
WikiPathways,27,WP1434,Osteopontin signaling,,-3.2,18,6.9,30337,13,400,3,0.75,0.43,4318|5328|6696,MMP9|PLAU|SPP1,-1.7,DEGs
WikiPathways,27,WP5171,Leukotriene metabolic pathway,,-3.2,18,6.9,30337,13,400,3,0.75,0.43,240|241|2687,ALOX5|ALOX5AP|GGT5,-1.7,DEGs
GO Biological Processes,19,GO:0035821,modulation of process of another organism,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,18,6.9,30337,13,400,3,0.75,0.43,383|6280|64581,ARG1|S100A9|CLEC7A,-1.7,DEGs
GO Biological Processes,19,GO:0031650,regulation of heat generation,19_GO:0042592 homeostatic process,-3.2,18,6.9,30337,13,400,3,0.75,0.43,1268|3553|5743,CNR1|IL1B|PTGS2,-1.7,DEGs
GO Biological Processes,19,GO:0060670,branching involved in labyrinthine layer morphogenesis,19_GO:0032502 developmental process,-3.2,18,6.9,30337,13,400,3,0.75,0.43,133|3586|9021,ADM|IL10|SOCS3,-1.7,DEGs
GO Biological Processes,19,GO:0007320,insemination,19_GO:0022414 reproductive process,-3.2,18,6.9,30337,13,400,3,0.75,0.43,5023|5270|6406,P2RX1|SERPINE2|SEMG1,-1.7,DEGs
GO Biological Processes,19,GO:0043301,negative regulation of leukocyte degranulation,19_GO:0002376 immune system process,-3.2,18,6.9,30337,13,400,3,0.75,0.43,3598|6688|11314,IL13RA2|SPI1|CD300A,-1.7,DEGs
GO Biological Processes,19,GO:0010572,positive regulation of platelet activation,19_GO:0032501 multicellular organismal process,-3.2,18,6.9,30337,13,400,3,0.75,0.43,2316|5341|7099,FLNA|PLEK|TLR4,-1.7,DEGs
Reactome Gene Sets,6,R-HSA-75205,Dissolution of Fibrin Clot,,-3.2,18,6.9,30337,13,400,3,0.75,0.43,5270|5328|5329,SERPINE2|PLAU|PLAUR,-1.7,DEGs
Reactome Gene Sets,6,R-HSA-419408,Lysosphingolipid and LPA receptors,,-3.2,18,6.9,30337,13,400,3,0.75,0.43,1901|1903|8698,S1PR1|S1PR3|S1PR4,-1.7,DEGs
KEGG Pathway,24,hsa04620,Toll-like receptor signaling pathway,,-3.2,4.9,4.7,30337,109,400,7,1.8,0.66,929|2353|3553|3576|6696|7099|51311,CD14|FOS|IL1B|CXCL8|SPP1|TLR4|TLR8,-1.7,DEGs
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-3.2,3.1,4.1,30337,296,400,12,3,0.85,722|1378|1439|2207|2212|2215|3383|3598|7462|51311|54210|171389,C4BPA|CR1|CSF2RB|FCER1G|FCGR2A|FCGR3B|ICAM1|IL13RA2|LAT2|TLR8|TREM1|NLRP6,-1.7,DEGs
WikiPathways,27,WP129,Matrix metalloproteinases,,-3.2,10,5.8,30337,30,400,4,1,0.5,4317|4318|4327|64386,MMP8|MMP9|MMP19|MMP25,-1.7,DEGs
Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-3.2,5.8,4.9,30337,79,400,6,1.5,0.61,2212|2268|2687|3055|3586|54331,FCGR2A|FGR|GGT5|HCK|IL10|GNG2,-1.7,DEGs
Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-3.2,5.8,4.9,30337,79,400,6,1.5,0.61,2212|2268|2687|3055|3586|54331,FCGR2A|FGR|GGT5|HCK|IL10|GNG2,-1.7,DEGs
Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-3.2,4.2,4.5,30337,143,400,8,2,0.7,2207|3385|3553|4589|26253|50856|64581|338339,FCER1G|ICAM3|IL1B|MUC7|CLEC4E|CLEC4A|CLEC7A|CLEC4D,-1.7,DEGs
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-3.2,2.2,3.8,30337,719,400,21,5.2,1.1,133|1901|2069|2268|2353|3142|3162|3586|5788|5880|6556|6781|6926|7099|8740|8807|9839|10763|11202|54331|60675,ADM|S1PR1|EREG|FGR|FOS|HLX|HMOX1|IL10|PTPRC|RAC2|SLC11A1|STC1|TBX3|TLR4|TNFSF14|IL18RAP|ZEB2|NES|KLK8|GNG2|PROK2,-1.7,DEGs
GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,19_GO:0042592 homeostatic process,-3.2,2.6,4,30337,431,400,15,3.8,0.95,654|793|1230|1268|3162|3552|5023|6279|6280|6354|6556|6781|51458|57817|123041,BMP6|CALB1|CCR1|CNR1|HMOX1|IL1A|P2RX1|S100A8|S100A9|CCL7|SLC11A1|STC1|RHCG|HAMP|SLC24A4,-1.7,DEGs
WikiPathways,27,WP3888,VEGFA VEGFR2 signaling,,-3.2,2.6,4,30337,432,400,15,3.8,0.95,1839|1901|1960|2321|3142|3383|3576|5328|5329|5743|6347|8794|9510|144195|653361,HBEGF|S1PR1|EGR3|FLT1|HLX|ICAM1|CXCL8|PLAU|PLAUR|PTGS2|CCL2|TNFRSF10C|ADAMTS1|SLC2A14|NCF1,-1.7,DEGs
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-3.2,2.2,3.8,30337,723,400,21,5.2,1.1,1378|1903|2069|3142|3249|3552|3553|3624|3718|4318|5997|6615|6696|6926|7099|7130|7538|8993|10215|11025|114771,CR1|S1PR3|EREG|HLX|HPN|IL1A|IL1B|INHBA|JAK3|MMP9|RGS2|SNAI1|SPP1|TBX3|TLR4|TNFAIP6|ZFP36|PGLYRP1|OLIG2|LILRB3|PGLYRP3,-1.7,DEGs
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-3.2,2.7,4,30337,387,400,14,3.5,0.92,1824|1901|2316|3055|3552|5142|5341|6781|7454|8477|9535|9839|57580|374872,DSC2|S1PR1|FLNA|HCK|IL1A|PDE4B|PLEK|STC1|WAS|GPR65|GMFG|ZEB2|PREX1|PEAK3,-1.7,DEGs
KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-3.2,3,4.1,30337,300,400,12,3,0.85,777|929|2069|2316|2321|2353|3310|3552|3553|5880|10235|115727,CACNA1E|CD14|EREG|FLNA|FLT1|FOS|HSPA6|IL1A|IL1B|RAC2|RASGRP2|RASGRP4,-1.7,DEGs
GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-3.2,3.5,4.2,30337,219,400,10,2.5,0.78,728|1959|3553|6279|6280|7099|9839|10215|56978|116448,C5AR1|EGR2|IL1B|S100A8|S100A9|TLR4|ZEB2|OLIG2|PRDM8|OLIG1,-1.7,DEGs
Canonical Pathways,11,M63,PID AVB3 OPN PATHWAY,,-3.2,9.8,5.7,30337,31,400,4,1,0.5,2353|4318|5328|6696,FOS|MMP9|PLAU|SPP1,-1.7,DEGs
GO Biological Processes,19,GO:0014013,regulation of gliogenesis,19_GO:0032502 developmental process,-3.1,4.7,4.6,30337,112,400,7,1.8,0.66,1959|3553|5270|7133|7852|8140|10215,EGR2|IL1B|SERPINE2|TNFRSF1B|CXCR4|SLC7A5|OLIG2,-1.7,DEGs
GO Biological Processes,19,GO:0000302,response to reactive oxygen species,19_GO:0050896 response to stimulus,-3.1,3.8,4.3,30337,182,400,9,2.2,0.74,2353|3162|3240|3552|4318|8807|23135|140885|653361,FOS|HMOX1|HP|IL1A|MMP9|IL18RAP|KDM6B|SIRPA|NCF1,-1.6,DEGs
GO Biological Processes,19,GO:0006873,intracellular monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-3.1,2.6,3.9,30337,435,400,15,3.8,0.95,654|793|1230|1268|3162|3552|5023|6279|6280|6354|6556|6781|51458|57817|123041,BMP6|CALB1|CCR1|CNR1|HMOX1|IL1A|P2RX1|S100A8|S100A9|CCL7|SLC11A1|STC1|RHCG|HAMP|SLC24A4,-1.6,DEGs
WikiPathways,27,WP3944,Serotonin and anxiety related events,,-3.1,16,6.6,30337,14,400,3,0.75,0.43,2353|5341|23237,FOS|PLEK|ARC,-1.6,DEGs
GO Biological Processes,19,GO:0034383,low-density lipoprotein particle clearance,19_GO:0032501 multicellular organismal process,-3.1,16,6.6,30337,14,400,3,0.75,0.43,3162|10938|84649,HMOX1|EHD1|DGAT2,-1.6,DEGs
GO Biological Processes,19,GO:0090594,inflammatory response to wounding,19_GO:0050896 response to stimulus,-3.1,16,6.6,30337,14,400,3,0.75,0.43,3162|3552|7099,HMOX1|IL1A|TLR4,-1.6,DEGs
GO Biological Processes,19,GO:0030500,regulation of bone mineralization,19_GO:0032502 developmental process,-3.1,5.5,4.8,30337,82,400,6,1.5,0.61,240|654|1230|1901|4146|5552,ALOX5|BMP6|CCR1|S1PR1|MATN1|SRGN,-1.6,DEGs
GO Biological Processes,19,GO:0001959,regulation of cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-3.1,3.7,4.3,30337,183,400,9,2.2,0.74,383|3557|3656|4317|5788|7850|7852|11240|171389,ARG1|IL1RN|IRAK2|MMP8|PTPRC|IL1R2|CXCR4|PADI2|NLRP6,-1.6,DEGs
Reactome Gene Sets,6,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,,-3.1,4.7,4.6,30337,113,400,7,1.8,0.66,929|2353|3656|6279|6280|6283|7099,CD14|FOS|IRAK2|S100A8|S100A9|S100A12|TLR4,-1.6,DEGs
Reactome Gene Sets,6,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,,-3.1,4.7,4.6,30337,113,400,7,1.8,0.66,929|2353|3656|6279|6280|6283|7099,CD14|FOS|IRAK2|S100A8|S100A9|S100A12|TLR4,-1.6,DEGs
GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.1,2.6,3.9,30337,437,400,15,3.8,0.95,101|133|1901|1960|2069|2316|2321|2828|3162|3576|3678|4327|5743|6347|60675,ADAM8|ADM|S1PR1|EGR3|EREG|FLNA|FLT1|GPR4|HMOX1|CXCL8|ITGA5|MMP19|PTGS2|CCL2|PROK2,-1.6,DEGs
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-3.1,6.9,5.1,30337,55,400,5,1.2,0.56,2529|3142|8809|9021|9308,FUT7|HLX|IL18R1|SOCS3|CD83,-1.6,DEGs
Canonical Pathways,11,M276,PID FGF PATHWAY,,-3.1,6.9,5.1,30337,55,400,5,1.2,0.56,2353|4318|5328|5329|6696,FOS|MMP9|PLAU|PLAUR|SPP1,-1.6,DEGs
Canonical Pathways,11,M275,PID ALPHA SYNUCLEIN PATHWAY,,-3.1,9.5,5.5,30337,32,400,4,1,0.5,2268|3055|5653|6531,FGR|HCK|KLK6|SLC6A3,-1.6,DEGs
GO Biological Processes,19,GO:0034142,toll-like receptor 4 signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,9.5,5.5,30337,32,400,4,1,0.5,929|3656|7099|79931,CD14|IRAK2|TLR4|TNIP3,-1.6,DEGs
WikiPathways,27,WP5113,Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway,,-3.1,9.5,5.5,30337,32,400,4,1,0.5,3162|3553|3576|6347,HMOX1|IL1B|CXCL8|CCL2,-1.6,DEGs
GO Biological Processes,19,GO:0007492,endoderm development,19_GO:0032502 developmental process,-3.1,5.5,4.7,30337,83,400,6,1.5,0.61,3624|3678|3689|4317|4318|23237,INHBA|ITGA5|ITGB2|MMP8|MMP9|ARC,-1.6,DEGs
GO Biological Processes,19,GO:0045446,endothelial cell differentiation,19_GO:0032502 developmental process,-3.1,5.5,4.7,30337,83,400,6,1.5,0.61,1901|3383|5138|6781|7852|23135,S1PR1|ICAM1|PDE2A|STC1|CXCR4|KDM6B,-1.6,DEGs
GO Biological Processes,19,GO:0071346,cellular response to type II interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,5.5,4.7,30337,83,400,6,1.5,0.61,3055|6347|7099|7454|140885|339122,HCK|CCL2|TLR4|WAS|SIRPA|RAB43,-1.6,DEGs
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-3.1,2.4,3.8,30337,534,400,17,4.2,1,1839|1959|1960|2069|2321|2353|2354|3249|3718|4318|4689|6696|10603|23237|55824|55879|653361,HBEGF|EGR2|EGR3|EREG|FLT1|FOS|FOSB|HPN|JAK3|MMP9|NCF4|SPP1|SH2B2|ARC|PAG1|GABRQ|NCF1,-1.6,DEGs
GO Biological Processes,19,GO:0001890,placenta development,19_GO:0032502 developmental process,-3.1,4.1,4.3,30337,149,400,8,2,0.7,133|3586|4311|5743|6615|6696|6781|9021,ADM|IL10|MME|PTGS2|SNAI1|SPP1|STC1|SOCS3,-1.6,DEGs
GO Biological Processes,19,GO:0140352,export from cell,19_GO:0051179 localization,-3.1,2.5,3.8,30337,488,400,16,4,0.98,101|1230|3055|3557|3624|5023|5270|5341|5743|5866|6926|7439|7462|8825|123041|389692,ADAM8|CCR1|HCK|IL1RN|INHBA|P2RX1|SERPINE2|PLEK|PTGS2|RAB3IL1|TBX3|BEST1|LAT2|LIN7A|SLC24A4|MAFA,-1.6,DEGs
GO Biological Processes,19,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",19_GO:0050896 response to stimulus,-3.1,6.8,5,30337,56,400,5,1.2,0.56,1230|1268|3274|6347|6753,CCR1|CNR1|HRH2|CCL2|SSTR3,-1.6,DEGs
GO Biological Processes,19,GO:0052372,modulation by symbiont of entry into host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1,6.8,5,30337,56,400,5,1.2,0.56,2219|3576|3853|5806|10581,FCN1|CXCL8|KRT6A|PTX3|IFITM2,-1.6,DEGs
Canonical Pathways,11,M99,PID TXA2PATHWAY,,-3.1,6.8,5,30337,56,400,5,1.2,0.56,2268|3055|3383|23533|54331,FGR|HCK|ICAM1|PIK3R5|GNG2,-1.6,DEGs
GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-3.1,6.8,5,30337,56,400,5,1.2,0.56,2180|2865|2867|5743|84649,ACSL1|FFAR3|FFAR2|PTGS2|DGAT2,-1.6,DEGs
GO Biological Processes,19,GO:0002686,negative regulation of leukocyte migration,19_GO:0040011 locomotion,-3.1,6.8,5,30337,56,400,5,1.2,0.56,3162|6347|7130|11240|11314,HMOX1|CCL2|TNFAIP6|PADI2|CD300A,-1.6,DEGs
Reactome Gene Sets,6,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,,-3,4.6,4.5,30337,116,400,7,1.8,0.66,929|2353|3656|6279|6280|6283|7099,CD14|FOS|IRAK2|S100A8|S100A9|S100A12|TLR4,-1.6,DEGs
