Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0060759,regulation of response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.5,4.2,3.9,30337,195,221,6,2.7,1.1,2672|3665|5048|5771|6586|9314,GFI1|IRF7|PAFAH1B1|PTPN2|SLIT3|KLF4,-1
MyList,GO Biological Processes,19,GO:0046928,regulation of neurotransmitter secretion,19_GO:0051179 localization,-2.5,6.6,4.4,30337,83,221,4,1.8,0.9,1855|5023|8291|10815,DVL1|P2RX1|DYSF|CPLX1,-1
MyList,GO Biological Processes,19,GO:0072659,protein localization to plasma membrane,19_GO:0051179 localization,-2.5,4.2,3.9,30337,196,221,6,2.7,1.1,1969|5590|8642|11187|23136|23499,EPHA2|PRKCZ|DCHS1|PKP3|EPB41L3|MACF1,-1
MyList,KEGG Pathway,24,hsa04210,Apoptosis,,-2.5,5,4.1,30337,136,221,5,2.3,1,1677|5293|5595|5605|153090,DFFB|PIK3CD|MAPK3|MAP2K2|DAB2IP,-1
MyList,GO Biological Processes,19,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,19_GO:0009987 cellular process,-2.5,3.7,3.7,30337,263,221,7,3.2,1.2,1003|3689|5802|8642|22859|22883|23654,CDH5|ITGB2|PTPRS|DCHS1|ADGRL1|CLSTN1|PLXNB2,-1
MyList,Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-2.5,3.7,3.7,30337,263,221,7,3.2,1.2,5154|5578|5581|5590|5595|7078|51764,PDGFA|PRKCA|PRKCE|PRKCZ|MAPK3|TIMP3|GNG13,-1
MyList,GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-2.5,2.8,3.5,30337,489,221,10,4.5,1.4,240|864|3559|3689|5578|5581|5590|6595|11078|54453,ALOX5|RUNX3|IL2RA|ITGB2|PRKCA|PRKCE|PRKCZ|SMARCA2|TRIOBP|RIN2,-1
MyList,Reactome Gene Sets,6,R-HSA-74158,RNA Polymerase III Transcription,,-2.5,10,5,30337,41,221,3,1.4,0.78,4774|4782|4784,NFIA|NFIC|NFIX,-1
MyList,GO Biological Processes,19,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,19_GO:0050789 regulation of biological process,-2.5,10,5,30337,41,221,3,1.4,0.78,240|3689|9314,ALOX5|ITGB2|KLF4,-1
MyList,WikiPathways,27,WP2636,Common pathways underlying drug addiction,,-2.5,10,5,30337,41,221,3,1.4,0.78,5578|5595|5605,PRKCA|MAPK3|MAP2K2,-1
MyList,Canonical Pathways,11,M232,PID ECADHERIN STABILIZATION PATHWAY,,-2.5,10,5,30337,41,221,3,1.4,0.78,1969|3801|23396,EPHA2|KIFC3|PIP5K1C,-1
MyList,Canonical Pathways,11,M159,PID AMB2 NEUTROPHILS PATHWAY,,-2.5,10,5,30337,41,221,3,1.4,0.78,3689|4035|5590,ITGB2|LRP1|PRKCZ,-1
MyList,Reactome Gene Sets,6,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,,-2.5,10,5,30337,41,221,3,1.4,0.78,4774|4782|4784,NFIA|NFIC|NFIX,-1
MyList,GO Biological Processes,19,GO:0010591,regulation of lamellipodium assembly,19_GO:0050789 regulation of biological process,-2.5,10,5,30337,41,221,3,1.4,0.78,832|1969|26053,CAPZB|EPHA2|AUTS2,-1
MyList,GO Biological Processes,19,GO:0008544,epidermis development,19_GO:0032502 developmental process,-2.5,3.3,3.6,30337,336,221,8,3.6,1.3,1969|5048|5154|5493|9314|11078|23254|23369,EPHA2|PAFAH1B1|PDGFA|PPL|KLF4|TRIOBP|KAZN|PUM2,-1
MyList,WikiPathways,27,WP306,Focal adhesion,,-2.5,4.1,3.8,30337,199,221,6,2.7,1.1,5154|5293|5578|5595|5753|23396,PDGFA|PIK3CD|PRKCA|MAPK3|PTK6|PIP5K1C,-0.99
MyList,WikiPathways,27,WP2571,Polycystic kidney disease pathway,,-2.5,6.5,4.3,30337,85,221,4,1.8,0.9,1855|5595|5605|51422,DVL1|MAPK3|MAP2K2|PRKAG2,-0.99
MyList,Reactome Gene Sets,6,R-HSA-216083,Integrin cell surface interactions,,-2.5,6.5,4.3,30337,85,221,4,1.8,0.9,1298|1305|3339|3689,COL9A2|COL13A1|HSPG2|ITGB2,-0.99
MyList,WikiPathways,27,WP4148,Splicing factor NOVA regulated synaptic proteins,,-2.4,9.8,4.9,30337,42,221,3,1.4,0.78,5590|22883|23136,PRKCZ|CLSTN1|EPB41L3,-0.98
MyList,GO Biological Processes,19,GO:0060999,positive regulation of dendritic spine development,19_GO:0032502 developmental process,-2.4,9.8,4.9,30337,42,221,3,1.4,0.78,5048|10458|85358,PAFAH1B1|BAIAP2|SHANK3,-0.98
MyList,GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-2.4,4.9,4,30337,139,221,5,2.3,1,1855|5361|5590|6586|26053,DVL1|PLXNA1|PRKCZ|SLIT3|AUTS2,-0.98
MyList,GO Biological Processes,19,GO:0008360,regulation of cell shape,19_GO:0032502 developmental process,-2.4,4.9,4,30337,139,221,5,2.3,1,3689|5361|10458|23136|23654,ITGB2|PLXNA1|BAIAP2|EPB41L3|PLXNB2,-0.98
MyList,Reactome Gene Sets,6,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,-2.4,6.4,4.3,30337,86,221,4,1.8,0.9,5581|5595|10458|147179,PRKCE|MAPK3|BAIAP2|WIPF2,-0.97
MyList,KEGG Pathway,24,hsa04012,ErbB signaling pathway,,-2.4,6.4,4.3,30337,86,221,4,1.8,0.9,5293|5578|5595|5605,PIK3CD|PRKCA|MAPK3|MAP2K2,-0.97
MyList,WikiPathways,27,WP364,IL6 signaling,,-2.4,9.6,4.8,30337,43,221,3,1.4,0.78,639|5595|5605,PRDM1|MAPK3|MAP2K2,-0.96
MyList,GO Biological Processes,19,GO:0050881,musculoskeletal movement,19_GO:0032501 multicellular organismal process,-2.4,9.6,4.8,30337,43,221,3,1.4,0.78,2548|143187|342667,GAA|VTI1A|STAC2,-0.96
MyList,GO Biological Processes,19,GO:0007269,neurotransmitter secretion,19_GO:0051179 localization,-2.4,6.3,4.2,30337,87,221,4,1.8,0.9,1855|8224|10815|23396,DVL1|SYN3|CPLX1|PIP5K1C,-0.96
MyList,GO Biological Processes,19,GO:0099643,signal release from synapse,19_GO:0051179 localization,-2.4,6.3,4.2,30337,87,221,4,1.8,0.9,1855|8224|10815|23396,DVL1|SYN3|CPLX1|PIP5K1C,-0.96
MyList,KEGG Pathway,24,hsa05210,Colorectal cancer,,-2.4,6.3,4.2,30337,87,221,4,1.8,0.9,2956|5293|5595|5605,MSH6|PIK3CD|MAPK3|MAP2K2,-0.96
MyList,GO Biological Processes,19,GO:1902414,protein localization to cell junction,19_GO:0051179 localization,-2.4,6.3,4.2,30337,87,221,4,1.8,0.9,1003|3315|10458|22883,CDH5|HSPB1|BAIAP2|CLSTN1,-0.96
MyList,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-2.4,2.6,3.3,30337,582,221,11,5,1.5,1312|3625|4035|5590|5595|5771|8140|9314|10458|64506|376497,COMT|INHBB|LRP1|PRKCZ|MAPK3|PTPN2|SLC7A5|KLF4|BAIAP2|CPEB1|SLC27A1,-0.96
MyList,KEGG Pathway,24,hsa04510,Focal adhesion,,-2.4,4.1,3.7,30337,203,221,6,2.7,1.1,1298|5154|5293|5578|5595|23396,COL9A2|PDGFA|PIK3CD|PRKCA|MAPK3|PIP5K1C,-0.95
MyList,GO Biological Processes,19,GO:0009913,epidermal cell differentiation,19_GO:0032502 developmental process,-2.4,4,3.7,30337,204,221,6,2.7,1.1,1969|5048|5493|9314|11078|23254,EPHA2|PAFAH1B1|PPL|KLF4|TRIOBP|KAZN,-0.95
MyList,WikiPathways,27,WP5098,T cell activation SARS CoV 2,,-2.4,6.2,4.2,30337,88,221,4,1.8,0.9,4772|5293|5595|5605,NFATC1|PIK3CD|MAPK3|MAP2K2,-0.94
MyList,GO Biological Processes,19,GO:0055123,digestive system development,19_GO:0032502 developmental process,-2.4,4.8,3.9,30337,143,221,5,2.3,1,639|2049|3202|5753|8642,PRDM1|EPHB3|HOXA5|PTK6|DCHS1,-0.94
MyList,GO Biological Processes,19,GO:0045055,regulated exocytosis,19_GO:0051179 localization,-2.4,4.8,3.9,30337,143,221,5,2.3,1,1855|5023|5293|10815|23396,DVL1|P2RX1|PIK3CD|CPLX1|PIP5K1C,-0.94
MyList,GO Biological Processes,19,GO:0106027,neuron projection organization,19_GO:0009987 cellular process,-2.4,9.4,4.8,30337,44,221,3,1.4,0.78,1855|2049|85358,DVL1|EPHB3|SHANK3,-0.94
MyList,Canonical Pathways,11,M175,PID ERBB2 ERBB3 PATHWAY,,-2.4,9.4,4.8,30337,44,221,3,1.4,0.78,5293|5595|5605,PIK3CD|MAPK3|MAP2K2,-0.94
MyList,WikiPathways,27,WP268,Notch signaling,,-2.4,9.4,4.8,30337,44,221,3,1.4,0.78,1487|1855|9612,CTBP1|DVL1|NCOR2,-0.94
MyList,GO Biological Processes,19,GO:0021537,telencephalon development,19_GO:0032502 developmental process,-2.4,3.5,3.5,30337,276,221,7,3.2,1.2,2049|5048|5802|23353|26153|85358|153090,EPHB3|PAFAH1B1|PTPRS|SUN1|KIF26A|SHANK3|DAB2IP,-0.91
MyList,WikiPathways,27,WP673,ErbB signaling,,-2.4,6.1,4.2,30337,90,221,4,1.8,0.9,5293|5578|5595|5605,PIK3CD|PRKCA|MAPK3|MAP2K2,-0.91
MyList,GO Biological Processes,19,GO:0071230,cellular response to amino acid stimulus,19_GO:0050896 response to stimulus,-2.4,6.1,4.2,30337,90,221,4,1.8,0.9,1788|8140|10458|64506,DNMT3A|SLC7A5|BAIAP2|CPEB1,-0.91
MyList,GO Biological Processes,19,GO:0050879,multicellular organismal movement,19_GO:0032501 multicellular organismal process,-2.4,9.2,4.7,30337,45,221,3,1.4,0.78,2548|143187|342667,GAA|VTI1A|STAC2,-0.91
MyList,GO Biological Processes,19,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,19_GO:0048519 negative regulation of biological process,-2.4,9.2,4.7,30337,45,221,3,1.4,0.78,5590|5753|5771,PRKCZ|PTK6|PTPN2,-0.91
MyList,Canonical Pathways,11,M60,PID NFAT TFPATHWAY,,-2.4,9.2,4.7,30337,45,221,3,1.4,0.78,3559|4772|4773,IL2RA|NFATC1|NFATC2,-0.91
MyList,GO Biological Processes,19,GO:0061001,regulation of dendritic spine morphogenesis,19_GO:0032502 developmental process,-2.4,9.2,4.7,30337,45,221,3,1.4,0.78,5048|10458|85358,PAFAH1B1|BAIAP2|SHANK3,-0.91
MyList,Canonical Pathways,11,M12,PID RHOA PATHWAY,,-2.4,9.2,4.7,30337,45,221,3,1.4,0.78,3985|5590|23396,LIMK2|PRKCZ|PIP5K1C,-0.91
MyList,GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,4,3.7,30337,208,221,6,2.7,1.1,2672|5581|5595|8140|9516|153090,GFI1|PRKCE|MAPK3|SLC7A5|LITAF|DAB2IP,-0.91
MyList,Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-2.4,2.3,3.2,30337,768,221,13,5.9,1.6,832|1759|3689|4772|4773|5293|5493|23327|23352|26153|51343|55182|100302652,CAPZB|DNM1|ITGB2|NFATC1|NFATC2|PIK3CD|PPL|NEDD4L|UBR4|KIF26A|FZR1|RNF220|GPR75-ASB3,-0.91
MyList,GO Biological Processes,19,GO:0030595,leukocyte chemotaxis,19_GO:0040011 locomotion,-2.4,4.7,3.8,30337,146,221,5,2.3,1,240|1269|3689|5293|23396,ALOX5|CNR2|ITGB2|PIK3CD|PIP5K1C,-0.91
MyList,Reactome Gene Sets,6,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,,-2.3,4.7,3.8,30337,147,221,5,2.3,1,1759|3665|3689|5595|6196,DNM1|IRF7|ITGB2|MAPK3|RPS6KA2,-0.9
MyList,Reactome Gene Sets,6,R-HSA-8980692,RHOA GTPase cycle,,-2.3,4.7,3.8,30337,147,221,5,2.3,1,9828|10160|23526|50619|58504,ARHGEF17|FARP1|ARHGAP45|DEF6|ARHGAP22,-0.9
MyList,GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-2.3,2.9,3.3,30337,431,221,9,4.1,1.3,1312|1855|2395|2779|3202|5361|5590|6586|26053,COMT|DVL1|FXN|GNAT1|HOXA5|PLXNA1|PRKCZ|SLIT3|AUTS2,-0.9
MyList,GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-2.3,2.9,3.3,30337,431,221,9,4.1,1.3,1312|1855|2395|2779|3202|5361|5590|6586|26053,COMT|DVL1|FXN|GNAT1|HOXA5|PLXNA1|PRKCZ|SLIT3|AUTS2,-0.9
MyList,WikiPathways,27,WP5408,15q25 copy number variation,,-2.3,9,4.6,30337,46,221,3,1.4,0.78,64506|85358|116986,CPEB1|SHANK3|AGAP2,-0.9
MyList,GO Biological Processes,19,GO:0048675,axon extension,19_GO:0040007 growth,-2.3,9,4.6,30337,46,221,3,1.4,0.78,1855|6586|26053,DVL1|SLIT3|AUTS2,-0.9
MyList,GO Biological Processes,19,GO:0008347,glial cell migration,19_GO:0032502 developmental process,-2.3,9,4.6,30337,46,221,3,1.4,0.78,5048|23353|153090,PAFAH1B1|SUN1|DAB2IP,-0.9
MyList,GO Biological Processes,19,GO:0099024,plasma membrane invagination,19_GO:0009987 cellular process,-2.3,9,4.6,30337,46,221,3,1.4,0.78,575|3689|51411,ADGRB1|ITGB2|BIN2,-0.9
MyList,WikiPathways,27,WP5283,Chronic hyperglycemia impairment of neuron function,,-2.3,9,4.6,30337,46,221,3,1.4,0.78,5578|5581|5590,PRKCA|PRKCE|PRKCZ,-0.9
MyList,Canonical Pathways,11,M68,PID RHOA REG PATHWAY,,-2.3,9,4.6,30337,46,221,3,1.4,0.78,9828|10160|50619,ARHGEF17|FARP1|DEF6,-0.9
MyList,Canonical Pathways,11,M70,PID PS1 PATHWAY,,-2.3,9,4.6,30337,46,221,3,1.4,0.78,1487|1855|5595,CTBP1|DVL1|MAPK3,-0.9
MyList,GO Biological Processes,19,GO:0097479,synaptic vesicle localization,19_GO:0051179 localization,-2.3,9,4.6,30337,46,221,3,1.4,0.78,1487|1759|8224,CTBP1|DNM1|SYN3,-0.9
MyList,Reactome Gene Sets,6,R-HSA-111885,Opioid Signalling,,-2.3,6,4.1,30337,92,221,4,1.8,0.9,115|5578|26960|51764,ADCY9|PRKCA|NBEA|GNG13,-0.89
MyList,Reactome Gene Sets,6,R-HSA-2682334,EPH-Ephrin signaling,,-2.3,6,4.1,30337,92,221,4,1.8,0.9,1759|1969|2049|3985,DNM1|EPHA2|EPHB3|LIMK2,-0.89
MyList,WikiPathways,27,WP23,B cell receptor signaling,,-2.3,6,4.1,30337,92,221,4,1.8,0.9,4773|5605|6452|23396,NFATC2|MAP2K2|SH3BP2|PIP5K1C,-0.89
MyList,GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-2.3,2.5,3.2,30337,598,221,11,5,1.5,240|5023|5293|9524|11332|23396|51422|57153|64090|84869|376497,ALOX5|P2RX1|PIK3CD|TECR|ACOT7|PIP5K1C|PRKAG2|SLC44A2|GAL3ST2|CBR4|SLC27A1,-0.89
MyList,GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-2.3,2.7,3.3,30337,514,221,10,4.5,1.4,886|3625|5581|5590|5595|5771|6586|10458|64506|376497,CCKAR|INHBB|PRKCE|PRKCZ|MAPK3|PTPN2|SLIT3|BAIAP2|CPEB1|SLC27A1,-0.89
MyList,GO Biological Processes,19,GO:0015695,organic cation transport,19_GO:0051179 localization,-2.3,5.9,4.1,30337,93,221,4,1.8,0.9,1312|8140|57153|148641,COMT|SLC7A5|SLC44A2|SLC35F3,-0.88
MyList,Reactome Gene Sets,6,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,,-2.3,5.9,4.1,30337,93,221,4,1.8,0.9,5595|6196|26960|51422,MAPK3|RPS6KA2|NBEA|PRKAG2,-0.88
MyList,KEGG Pathway,24,hsa04912,GnRH signaling pathway,,-2.3,5.9,4.1,30337,93,221,4,1.8,0.9,115|5578|5595|5605,ADCY9|PRKCA|MAPK3|MAP2K2,-0.88
MyList,GO Biological Processes,19,GO:0014037,Schwann cell differentiation,19_GO:0032502 developmental process,-2.3,8.8,4.6,30337,47,221,3,1.4,0.78,2817|5595|5605,GPC1|MAPK3|MAP2K2,-0.88
MyList,GO Biological Processes,19,GO:0043113,receptor clustering,19_GO:0051179 localization,-2.3,8.8,4.6,30337,47,221,3,1.4,0.78,1855|3689|85358,DVL1|ITGB2|SHANK3,-0.88
MyList,WikiPathways,27,WP1591,Heart development,,-2.3,8.8,4.6,30337,47,221,3,1.4,0.78,4772|4773|8553,NFATC1|NFATC2|BHLHE40,-0.88
MyList,GO Biological Processes,19,GO:0070849,response to epidermal growth factor,19_GO:0050896 response to stimulus,-2.3,8.8,4.6,30337,47,221,3,1.4,0.78,5595|10458|153090,MAPK3|BAIAP2|DAB2IP,-0.88
MyList,GO Biological Processes,19,GO:0006974,DNA damage response,19_GO:0050896 response to stimulus,-2.3,2.3,3.1,30337,781,221,13,5.9,1.6,1969|2672|2956|3090|3665|4773|5395|5595|7161|9319|51343|84256|283129,EPHA2|GFI1|MSH6|HIC1|IRF7|NFATC2|PMS2|MAPK3|TP73|TRIP13|FZR1|FLYWCH1|MAJIN,-0.87
MyList,GO Biological Processes,19,GO:0021700,developmental maturation,19_GO:0032502 developmental process,-2.3,3.4,3.4,30337,286,221,7,3.2,1.2,1003|2034|3202|4774|6886|8642|9319,CDH5|EPAS1|HOXA5|NFIA|TAL1|DCHS1|TRIP13,-0.86
MyList,GO Biological Processes,19,GO:0021795,cerebral cortex cell migration,19_GO:0032502 developmental process,-2.3,8.6,4.5,30337,48,221,3,1.4,0.78,5048|23353|153090,PAFAH1B1|SUN1|DAB2IP,-0.86
MyList,GO Biological Processes,19,GO:2001222,regulation of neuron migration,19_GO:0040011 locomotion,-2.3,8.6,4.5,30337,48,221,3,1.4,0.78,23654|26153|153090,PLXNB2|KIF26A|DAB2IP,-0.86
MyList,WikiPathways,27,WP4312,Rett syndrome,,-2.3,8.6,4.5,30337,48,221,3,1.4,0.78,6595|9612|85358,SMARCA2|NCOR2|SHANK3,-0.86
MyList,Canonical Pathways,11,M288,PID HES HEY PATHWAY,,-2.3,8.6,4.5,30337,48,221,3,1.4,0.78,1487|2548|9612,CTBP1|GAA|NCOR2,-0.86
MyList,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-2.3,3.8,3.6,30337,216,221,6,2.7,1.1,3665|4772|4773|5293|5578|5595,IRF7|NFATC1|NFATC2|PIK3CD|PRKCA|MAPK3,-0.86
MyList,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-2.3,2.5,3.2,30337,607,221,11,5,1.5,240|886|1855|3625|3689|5023|5581|6382|8291|10815|56262,ALOX5|CCKAR|DVL1|INHBB|ITGB2|P2RX1|PRKCE|SDC1|DYSF|CPLX1|LRRC8A,-0.86
MyList,GO Biological Processes,19,GO:0061387,regulation of extent of cell growth,19_GO:0040007 growth,-2.3,5.8,4,30337,95,221,4,1.8,0.9,5048|5802|23369|23499,PAFAH1B1|PTPRS|PUM2|MACF1,-0.86
MyList,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.3,4.5,3.7,30337,152,221,5,2.3,1,115|575|1269|22859|53637,ADCY9|ADGRB1|CNR2|ADGRL1|S1PR5,-0.85
MyList,GO Biological Processes,19,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-2.3,3.8,3.5,30337,217,221,6,2.7,1.1,3689|5154|5581|5590|5753|5771,ITGB2|PDGFA|PRKCE|PRKCZ|PTK6|PTPN2,-0.85
MyList,GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.3,3.8,3.5,30337,217,221,6,2.7,1.1,3202|3665|5578|5771|6886|7071,HOXA5|IRF7|PRKCA|PTPN2|TAL1|KLF10,-0.85
MyList,GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0008152 metabolic process,-2.3,3,3.3,30337,363,221,8,3.6,1.3,575|1855|4035|7078|23327|51343|116986|153090,ADGRB1|DVL1|LRP1|TIMP3|NEDD4L|FZR1|AGAP2|DAB2IP,-0.85
MyList,GO Biological Processes,19,GO:1903035,negative regulation of response to wounding,19_GO:0048519 negative regulation of biological process,-2.3,5.7,4,30337,96,221,4,1.8,0.9,240|5154|5802|83481,ALOX5|PDGFA|PTPRS|EPPK1,-0.84
MyList,GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-2.3,3.8,3.5,30337,218,221,6,2.7,1.1,2034|3202|5154|5595|5605|9394,EPAS1|HOXA5|PDGFA|MAPK3|MAP2K2|HS6ST1,-0.84
MyList,GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-2.3,3.3,3.4,30337,289,221,7,3.2,1.2,864|1305|1969|7071|7171|8642|23353,RUNX3|COL13A1|EPHA2|KLF10|TPM4|DCHS1|SUN1,-0.84
MyList,GO Biological Processes,19,GO:0035924,cellular response to vascular endothelial growth factor stimulus,19_GO:0050896 response to stimulus,-2.3,8.4,4.4,30337,49,221,3,1.4,0.78,3315|5293|153090,HSPB1|PIK3CD|DAB2IP,-0.84
MyList,GO Biological Processes,19,GO:0060425,lung morphogenesis,19_GO:0032502 developmental process,-2.3,8.4,4.4,30337,49,221,3,1.4,0.78,3202|5595|5605,HOXA5|MAPK3|MAP2K2,-0.84
MyList,WikiPathways,27,WP4971,Phosphoinositides metabolism,,-2.3,8.4,4.4,30337,49,221,3,1.4,0.78,5293|9651|23396,PIK3CD|PLCH2|PIP5K1C,-0.84
MyList,GO Biological Processes,19,GO:0048538,thymus development,19_GO:0002376 immune system process,-2.3,8.4,4.4,30337,49,221,3,1.4,0.78,2049|5595|5605,EPHB3|MAPK3|MAP2K2,-0.84
MyList,GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-2.3,3.8,3.5,30337,219,221,6,2.7,1.1,2817|4035|4774|5595|5605|6886,GPC1|LRP1|NFIA|MAPK3|MAP2K2|TAL1,-0.84
MyList,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-2.3,3.8,3.5,30337,219,221,6,2.7,1.1,639|864|3559|5590|5771|6595,PRDM1|RUNX3|IL2RA|PRKCZ|PTPN2|SMARCA2,-0.84
MyList,KEGG Pathway,24,hsa04713,Circadian entrainment,,-2.3,5.7,3.9,30337,97,221,4,1.8,0.9,115|5578|5595|51764,ADCY9|PRKCA|MAPK3|GNG13,-0.83
MyList,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.3,2.6,3.2,30337,528,221,10,4.5,1.4,5048|5578|6595|6886|7161|7465|9314|9319|29933|51343,PAFAH1B1|PRKCA|SMARCA2|TAL1|TP73|WEE1|KLF4|TRIP13|GPR132|FZR1,-0.83
MyList,GO Biological Processes,19,GO:0007281,germ cell development,19_GO:0022414 reproductive process,-2.3,3,3.3,30337,366,221,8,3.6,1.3,639|1788|3625|5048|6595|9319|283129|342977,PRDM1|DNMT3A|INHBB|PAFAH1B1|SMARCA2|TRIP13|MAJIN|NANOS3,-0.83
MyList,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-2.2,2.5,3.1,30337,614,221,11,5,1.5,1855|1969|2022|3985|5154|5605|5753|10044|51422|116986|153090,DVL1|EPHA2|ENG|LIMK2|PDGFA|MAP2K2|PTK6|SH2D3C|PRKAG2|AGAP2|DAB2IP,-0.83
MyList,GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,3.7,3.5,30337,221,221,6,2.7,1.1,2672|5581|5595|8140|9516|153090,GFI1|PRKCE|MAPK3|SLC7A5|LITAF|DAB2IP,-0.82
MyList,GO Biological Processes,19,GO:0009725,response to hormone,19_GO:0050896 response to stimulus,-2.2,2.2,3,30337,795,221,13,5.9,1.6,886|1312|3625|5581|5590|5595|5771|6382|6586|7078|10458|64506|376497,CCKAR|COMT|INHBB|PRKCE|PRKCZ|MAPK3|PTPN2|SDC1|SLIT3|TIMP3|BAIAP2|CPEB1|SLC27A1,-0.82
MyList,GO Biological Processes,19,GO:0006979,response to oxidative stress,19_GO:0050896 response to stimulus,-2.2,3,3.3,30337,368,221,8,3.6,1.3,1312|2034|2395|5595|6382|9314|10636|116988,COMT|EPAS1|FXN|MAPK3|SDC1|KLF4|RGS14|AGAP3,-0.82
MyList,KEGG Pathway,24,hsa05215,Prostate cancer,,-2.2,5.6,3.9,30337,98,221,4,1.8,0.9,5154|5293|5595|5605,PDGFA|PIK3CD|MAPK3|MAP2K2,-0.82
MyList,KEGG Pathway,24,hsa04070,Phosphatidylinositol signaling system,,-2.2,5.6,3.9,30337,98,221,4,1.8,0.9,3632|5293|5578|23396,INPP5A|PIK3CD|PRKCA|PIP5K1C,-0.82
MyList,GO Biological Processes,19,GO:0051150,regulation of smooth muscle cell differentiation,19_GO:0032502 developmental process,-2.2,8.2,4.4,30337,50,221,3,1.4,0.78,2022|4772|4773,ENG|NFATC1|NFATC2,-0.82
MyList,KEGG Pathway,24,hsa05144,Malaria,,-2.2,8.2,4.4,30337,50,221,3,1.4,0.78,3689|4035|6382,ITGB2|LRP1|SDC1,-0.82
MyList,Reactome Gene Sets,6,R-HSA-1227986,Signaling by ERBB2,,-2.2,8.2,4.4,30337,50,221,3,1.4,0.78,5578|5581|5753,PRKCA|PRKCE|PTK6,-0.82
MyList,WikiPathways,27,WP5373,Osteoarthritic chondrocyte hypertrophy,,-2.2,8.2,4.4,30337,50,221,3,1.4,0.78,2034|5578|5595,EPAS1|PRKCA|MAPK3,-0.82
MyList,GO Biological Processes,19,GO:0090102,cochlea development,19_GO:0032502 developmental process,-2.2,8.2,4.4,30337,50,221,3,1.4,0.78,1855|5048|8642,DVL1|PAFAH1B1|DCHS1,-0.82
MyList,GO Biological Processes,19,GO:0006650,glycerophospholipid metabolic process,19_GO:0008152 metabolic process,-2.2,3.3,3.4,30337,293,221,7,3.2,1.2,3632|5048|5293|9651|23396|57153|376497,INPP5A|PAFAH1B1|PIK3CD|PLCH2|PIP5K1C|SLC44A2|SLC27A1,-0.82
MyList,GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-2.2,4.4,3.6,30337,157,221,5,2.3,1,5578|5581|5590|5605|6196,PRKCA|PRKCE|PRKCZ|MAP2K2|RPS6KA2,-0.81
MyList,GO Biological Processes,19,GO:0021915,neural tube development,19_GO:0032502 developmental process,-2.2,4.4,3.6,30337,157,221,5,2.3,1,1855|1969|8642|23654|55182,DVL1|EPHA2|DCHS1|PLXNB2|RNF220,-0.81
